시도,시군구,행정구역명,행정구역코드,신호등,횡단보도,과속방지턱,노인보호구역,공공 체육시설,독거노인,저소득 독거노인,CCTV,면적,전통시장,도시공원,노인 교통사고,총 노인인구수,남자 노인인구수,여자 노인인구수,총생활인구수
서울특별시,은평구,불광2동,1112072,62 ,44 ,91 ,0 ,0 ,1669 ,68 ,5 ,1 ,2 ,7 ,17 ,29576 ,14407 ,15169 ,4407 
서울특별시,성동구,사근동,1104055,87 ,59 ,0 ,0 ,4 ,374 ,23 ,0 ,1 ,1 ,2 ,6 ,13630 ,6748 ,6882 ,2467 
서울특별시,동작구,사당1동,1120063,30 ,52 ,0 ,1 ,0 ,832 ,38 ,0 ,1 ,1 ,2 ,7 ,24139 ,11541 ,12598 ,4358 
서울특별시,동작구,사당2동,1120073,40 ,53 ,0 ,0 ,2 ,1048 ,38 ,0 ,3 ,1 ,2 ,8 ,28471 ,13751 ,14720 ,6475 
서울특별시,동작구,사당3동,1120065,60 ,33 ,0 ,0 ,1 ,733 ,29 ,0 ,1 ,0 ,4 ,13 ,26276 ,12777 ,13499 ,3784 
서울특별시,동작구,사당4동,1120066,11 ,7 ,0 ,0 ,0 ,582 ,50 ,0 ,0 ,5 ,5 ,4 ,14902 ,7139 ,7763 ,2627 
서울특별시,동작구,사당5동,1120067,21 ,39 ,0 ,0 ,2 ,460 ,34 ,0 ,1 ,0 ,5 ,11 ,12957 ,6271 ,6686 ,1614 
서울특별시,종로구,사직동,1101053,211 ,141 ,12 ,0 ,3 ,439 ,20 ,15 ,1 ,0 ,5 ,7 ,9700 ,4375 ,5325 ,3861 
서울특별시,강북구,삼각산동,1109073,128 ,97 ,2 ,0 ,0 ,863 ,54 ,5 ,1 ,0 ,4 ,0 ,33100 ,15899 ,17201 ,4082 
서울특별시,성북구,삼선동,1108082,138 ,147 ,3 ,0 ,1 ,916 ,73 ,3 ,1 ,1 ,4 ,16 ,26599 ,12723 ,13876 ,4643 
서울특별시,강남구,삼성1동,1123058,198 ,147 ,0 ,1 ,1 ,261 ,5 ,0 ,2 ,0 ,2 ,10 ,14928 ,7481 ,7447 ,4349 
서울특별시,강남구,삼성2동,1123059,129 ,165 ,0 ,0 ,0 ,539 ,8 ,0 ,1 ,0 ,2 ,15 ,30362 ,14490 ,15872 ,4765 
서울특별시,관악구,삼성동,1121082,93 ,57 ,63 ,0 ,0 ,1556 ,104 ,10 ,3 ,2 ,4 ,6 ,25454 ,12784 ,12670 ,4960 
서울특별시,강북구,삼양동,1109069,68 ,37 ,15 ,1 ,1 ,1299 ,83 ,1 ,1 ,3 ,6 ,0 ,25776 ,12787 ,12989 ,5461 
서울특별시,송파구,삼전동,1124064,50 ,32 ,75 ,1 ,0 ,848 ,36 ,0 ,1 ,0 ,7 ,18 ,32823 ,15647 ,17176 ,4584 
서울특별시,종로구,삼청동,1101054,17 ,42 ,8 ,0 ,3 ,167 ,5 ,4 ,1 ,2 ,1 ,1 ,3013 ,1443 ,1570 ,1048 
서울특별시,노원구,상계10동,1111074,150 ,44 ,2 ,0 ,0 ,444 ,15 ,0 ,1 ,0 ,6 ,13 ,16736 ,7717 ,9019 ,2779 
서울특별시,노원구,상계1동,1111065,161 ,130 ,2 ,0 ,0 ,1365 ,115 ,0 ,6 ,0 ,15 ,12 ,40359 ,19621 ,20738 ,7401 
서울특별시,노원구,상계2동,1111066,154 ,73 ,0 ,0 ,0 ,753 ,62 ,0 ,1 ,0 ,6 ,14 ,21358 ,10516 ,10842 ,5611 
서울특별시,노원구,상계3·4동,1111076,104 ,72 ,12 ,0 ,2 ,1827 ,209 ,0 ,6 ,0 ,8 ,12 ,25946 ,12910 ,13036 ,4588 
서울특별시,노원구,상계5동,1111069,131 ,77 ,2 ,0 ,1 ,1336 ,118 ,0 ,0 ,1 ,11 ,12 ,25704 ,12519 ,13185 ,4712 
서울특별시,노원구,상계6·7동,1111077,215 ,102 ,6 ,0 ,6 ,1164 ,48 ,0 ,1 ,0 ,15 ,14 ,34834 ,16201 ,18633 ,7578 
서울특별시,노원구,상계8동,1111072,59 ,30 ,8 ,0 ,1 ,582 ,18 ,0 ,1 ,0 ,8 ,20 ,24086 ,11615 ,12471 ,2484 
서울특별시,노원구,상계9동,1111073,124 ,41 ,0 ,0 ,1 ,723 ,41 ,0 ,1 ,0 ,7 ,14 ,22002 ,10501 ,11501 ,2879 
서울특별시,동작구,상도1동,1120053,154 ,117 ,0 ,2 ,1 ,1343 ,112 ,0 ,2 ,3 ,4 ,9 ,48372 ,23364 ,25008 ,7066 
서울특별시,동작구,상도2동,1120054,68 ,88 ,0 ,1 ,0 ,904 ,58 ,0 ,1 ,2 ,7 ,13 ,29396 ,14108 ,15288 ,4614 
서울특별시,동작구,상도3동,1120055,8 ,12 ,0 ,1 ,0 ,940 ,74 ,0 ,1 ,4 ,6 ,15 ,26111 ,12534 ,13577 ,3160 
서울특별시,동작구,상도4동,1120056,39 ,32 ,0 ,0 ,0 ,1174 ,86 ,0 ,1 ,0 ,1 ,22 ,30107 ,14709 ,15398 ,4210 
서울특별시,중랑구,상봉1동,1107059,55 ,85 ,0 ,0 ,0 ,3378 ,77 ,0 ,1 ,0 ,1 ,22 ,25629 ,12506 ,13123 ,3307 
서울특별시,중랑구,상봉2동,1107060,103 ,85 ,1 ,0 ,0 ,1063 ,43 ,0 ,1 ,2 ,3 ,20 ,19728 ,9639 ,10089 ,4959 
서울특별시,마포구,상암동,1114074,427 ,250 ,2 ,0 ,10 ,541 ,60 ,10 ,8 ,0 ,17 ,23 ,32976 ,15745 ,17231 ,4783 
서울특별시,강동구,상일동,1125052,175 ,99 ,134 ,0 ,2 ,455 ,28 ,4 ,3 ,0 ,8 ,19 ,10943 ,5455 ,5488 ,3087 
서울특별시,마포구,서강동,1114076,238 ,118 ,2 ,0 ,1 ,670 ,21 ,6 ,1 ,0 ,7 ,1 ,26240 ,12338 ,13902 ,3565 
서울특별시,마포구,서교동,1114066,395 ,183 ,2 ,0 ,0 ,687 ,29 ,17 ,2 ,4 ,7 ,15 ,26104 ,11903 ,14201 ,7117 
서울특별시,관악구,서림동,1121066,74 ,25 ,45 ,0 ,0 ,793 ,24 ,3 ,1 ,1 ,4 ,1 ,24485 ,13374 ,11111 ,2811 
서울특별시,용산구,서빙고동,1103069,59 ,60 ,20 ,0 ,4 ,513 ,12 ,0 ,3 ,0 ,2 ,8 ,14122 ,6821 ,7301 ,3121 
서울특별시,관악구,서원동,1121064,73 ,33 ,28 ,0 ,1 ,746 ,25 ,7 ,1 ,0 ,5 ,0 ,24095 ,12256 ,11839 ,3548 
서울특별시,서초구,서초1동,1122051,84 ,103 ,0 ,2 ,1 ,647 ,12 ,15 ,1 ,0 ,3 ,17 ,21708 ,10487 ,11221 ,4968 
서울특별시,서초구,서초2동,1122052,163 ,122 ,0 ,0 ,0 ,350 ,9 ,27 ,1 ,0 ,3 ,20 ,18675 ,8949 ,9726 ,4287 
서울특별시,서초구,서초3동,1122053,218 ,190 ,0 ,2 ,1 ,788 ,17 ,39 ,3 ,0 ,7 ,18 ,31067 ,15196 ,15871 ,8841 
서울특별시,서초구,서초4동,1122054,88 ,117 ,1 ,0 ,2 ,418 ,7 ,23 ,1 ,0 ,2 ,24 ,31886 ,15456 ,16430 ,4846 
서울특별시,성북구,석관동,1108085,225 ,122 ,7 ,1 ,5 ,1474 ,98 ,2 ,2 ,2 ,5 ,20 ,36558 ,18094 ,18464 ,5917 
서울특별시,송파구,석촌동,1124063,66 ,55 ,81 ,1 ,0 ,1263 ,30 ,0 ,1 ,2 ,5 ,18 ,34278 ,16451 ,17827 ,4480 
서울특별시,강동구,성내1동,1125065,108 ,161 ,100 ,1 ,1 ,432 ,5 ,1 ,1 ,1 ,3 ,22 ,20648 ,10001 ,10647 ,4238 
서울특별시,강동구,성내2동,1125066,55 ,42 ,75 ,0 ,0 ,1067 ,73 ,4 ,1 ,1 ,1 ,20 ,25300 ,12529 ,12771 ,4873 
서울특별시,강동구,성내3동,1125067,64 ,64 ,91 ,0 ,0 ,682 ,40 ,5 ,1 ,2 ,3 ,20 ,23991 ,11882 ,12109 ,4671 
서울특별시,성북구,성북동,1108081,75 ,69 ,30 ,0 ,1 ,689 ,35 ,3 ,3 ,0 ,0 ,10 ,17671 ,8267 ,9404 ,4001 
서울특별시,마포구,성산1동,1114072,152 ,50 ,0 ,0 ,1 ,637 ,31 ,5 ,1 ,0 ,4 ,12 ,20288 ,9539 ,10749 ,3107 
서울특별시,마포구,성산2동,1114073,275 ,129 ,6 ,0 ,8 ,1513 ,167 ,8 ,2 ,2 ,10 ,13 ,41623 ,19204 ,22419 ,6209 
서울특별시,성동구,성수1가1동,1104065,150 ,67 ,1 ,0 ,8 ,519 ,27 ,0 ,2 ,0 ,2 ,18 ,17331 ,8681 ,8650 ,2068 
서울특별시,성동구,성수1가2동,1104066,100 ,41 ,2 ,0 ,5 ,476 ,23 ,0 ,1 ,1 ,2 ,22 ,15084 ,7494 ,7590 ,2313 
서울특별시,성동구,성수2가1동,1104067,58 ,88 ,0 ,0 ,1 ,812 ,40 ,0 ,1 ,3 ,5 ,11 ,17979 ,9354 ,8625 ,2531 
서울특별시,성동구,성수2가3동,1104068,122 ,103 ,0 ,1 ,1 ,391 ,13 ,0 ,1 ,0 ,7 ,9 ,11725 ,5983 ,5742 ,3217 
서울특별시,관악구,성현동,1121079,154 ,78 ,51 ,0 ,0 ,1201 ,52 ,9 ,1 ,0 ,0 ,0 ,32323 ,15678 ,16645 ,5058 
서울특별시,강남구,세곡동,1123076,227 ,89 ,1 ,3 ,1 ,1045 ,13 ,0 ,6 ,0 ,21 ,15 ,45109 ,21514 ,23595 ,6464 
서울특별시,중구,소공동,1102052,172 ,163 ,0 ,0 ,0 ,72 ,1 ,0 ,1 ,2 ,8 ,5 ,3045 ,1542 ,1503 ,2971 
서울특별시,성동구,송정동,1104069,29 ,21 ,5 ,0 ,1 ,479 ,31 ,0 ,1 ,0 ,2 ,3 ,11546 ,6131 ,5415 ,1410 
서울특별시,강북구,송중동,1109071,145 ,106 ,4 ,0 ,0 ,1316 ,99 ,9 ,1 ,0 ,5 ,0 ,29000 ,13986 ,15014 ,7213 
서울특별시,강북구,송천동,1109072,127 ,107 ,1 ,0 ,0 ,1676 ,91 ,7 ,1 ,2 ,2 ,0 ,28911 ,14343 ,14568 ,5913 
서울특별시,송파구,송파1동,1124061,62 ,28 ,35 ,0 ,0 ,572 ,11 ,0 ,1 ,0 ,6 ,15 ,26152 ,12338 ,13814 ,4180 
서울특별시,송파구,송파2동,1124062,68 ,49 ,76 ,1 ,0 ,346 ,5 ,0 ,1 ,0 ,5 ,11 ,20889 ,10091 ,10798 ,3033 
서울특별시,구로구,수궁동,1117069,128 ,97 ,72 ,0 ,1 ,857 ,62 ,0 ,3 ,0 ,5 ,11 ,25000 ,12417 ,12583 ,4323 
서울특별시,은평구,수색동,1112068,126 ,53 ,23 ,0 ,0 ,469 ,16 ,0 ,1 ,0 ,1 ,13 ,9094 ,4530 ,4564 ,1892 
서울특별시,강남구,수서동,1123075,43 ,62 ,0 ,1 ,3 ,1529 ,12 ,0 ,1 ,0 ,4 ,24 ,16065 ,7379 ,8686 ,5192 
서울특별시,강북구,수유1동,1109063,57 ,64 ,5 ,0 ,0 ,1077 ,87 ,6 ,2 ,7 ,3 ,25 ,21961 ,10849 ,11112 ,4136 
서울특별시,강북구,수유2동,1109064,103 ,42 ,0 ,0 ,0 ,1006 ,69 ,0 ,1 ,3 ,3 ,30 ,22021 ,10589 ,11432 ,5146 
서울특별시,강북구,수유3동,1109065,106 ,80 ,0 ,0 ,0 ,1177 ,64 ,3 ,1 ,5 ,5 ,25 ,24277 ,12079 ,12198 ,6010 
서울특별시,종로구,숭인1동,1101070,46 ,30 ,1 ,0 ,1 ,481 ,37 ,3 ,0 ,0 ,1 ,12 ,6613 ,3237 ,3376 ,1510 
서울특별시,종로구,숭인2동,1101071,55 ,33 ,0 ,0 ,0 ,626 ,27 ,2 ,0 ,0 ,1 ,8 ,9972 ,5008 ,4964 ,2684 
서울특별시,금천구,시흥1동,1118057,161 ,127 ,111 ,0 ,2 ,1446 ,110 ,7 ,2 ,3 ,6 ,10 ,37034 ,18627 ,18407 ,5142 
서울특별시,금천구,시흥2동,1118058,73 ,34 ,36 ,0 ,2 ,720 ,80 ,2 ,1 ,0 ,0 ,11 ,22735 ,11055 ,11680 ,3115 
서울특별시,금천구,시흥3동,1118059,37 ,36 ,90 ,0 ,1 ,579 ,35 ,1 ,1 ,0 ,7 ,14 ,11598 ,5808 ,5790 ,2012 
서울특별시,금천구,시흥4동,1118060,23 ,24 ,67 ,0 ,0 ,1401 ,135 ,1 ,1 ,0 ,8 ,13 ,22246 ,11077 ,11169 ,2427 
서울특별시,금천구,시흥5동,1118061,76 ,70 ,81 ,0 ,0 ,1174 ,85 ,7 ,1 ,1 ,3 ,18 ,21031 ,10476 ,10555 ,2538 
서울특별시,영등포구,신길1동,1119063,40 ,45 ,0 ,1 ,2 ,1063 ,79 ,0 ,1 ,2 ,2 ,10 ,19730 ,10121 ,9609 ,3143 
서울특별시,영등포구,신길3동,1119065,77 ,35 ,0 ,0 ,0 ,819 ,37 ,0 ,1 ,3 ,1 ,12 ,18703 ,9335 ,9368 ,2709 
서울특별시,영등포구,신길4동,1119066,23 ,32 ,2 ,0 ,0 ,599 ,39 ,0 ,0 ,0 ,0 ,18 ,10082 ,5138 ,4944 ,1123 
서울특별시,영등포구,신길5동,1119067,93 ,50 ,0 ,0 ,3 ,523 ,36 ,0 ,0 ,0 ,2 ,7 ,10858 ,5408 ,5450 ,1242 
서울특별시,영등포구,신길6동,1119068,97 ,83 ,4 ,0 ,0 ,717 ,25 ,0 ,1 ,0 ,1 ,12 ,19593 ,9738 ,9855 ,2983 
서울특별시,영등포구,신길7동,1119069,40 ,79 ,0 ,0 ,0 ,363 ,15 ,0 ,1 ,0 ,1 ,13 ,17092 ,8525 ,8567 ,2031 
서울특별시,중랑구,신내1동,1107069,256 ,160 ,10 ,0 ,1 ,4366 ,103 ,0 ,3 ,2 ,6 ,14 ,40738 ,19911 ,20827 ,5864 
서울특별시,중랑구,신내2동,1107070,100 ,54 ,2 ,1 ,1 ,962 ,89 ,0 ,1 ,2 ,4 ,14 ,22095 ,10588 ,11507 ,3844 
서울특별시,중구,신당5동,1102065,34 ,34 ,0 ,0 ,1 ,481 ,32 ,0 ,0 ,1 ,4 ,12 ,10846 ,5312 ,5534 ,1957 
서울특별시,중구,신당동,1102069,153 ,86 ,0 ,0 ,3 ,464 ,27 ,0 ,1 ,13 ,0 ,15 ,9336 ,4570 ,4766 ,3244 
서울특별시,동작구,신대방1동,1120069,38 ,41 ,0 ,0 ,0 ,758 ,46 ,0 ,1 ,0 ,4 ,11 ,26747 ,13063 ,13684 ,2925 
서울특별시,동작구,신대방2동,1120070,50 ,78 ,0 ,0 ,8 ,619 ,40 ,0 ,1 ,0 ,0 ,12 ,20726 ,9963 ,10763 ,4720 
서울특별시,구로구,신도림동,1117051,161 ,131 ,60 ,0 ,13 ,590 ,18 ,0 ,1 ,0 ,3 ,21 ,37392 ,18293 ,19099 ,4715 
서울특별시,관악구,신림동,1121069,65 ,36 ,43 ,0 ,0 ,573 ,16 ,9 ,1 ,0 ,2 ,110 ,22574 ,11376 ,11198 ,3393 
서울특별시,은평구,신사1동,1112065,64 ,37 ,96 ,0 ,0 ,976 ,41 ,4 ,1 ,0 ,3 ,10 ,28658 ,13882 ,14776 ,4587 
서울특별시,은평구,신사2동,1112066,63 ,44 ,53 ,1 ,1 ,911 ,39 ,2 ,1 ,0 ,7 ,11 ,21998 ,10990 ,11008 ,2769 
서울특별시,관악구,신사동,1121068,79 ,37 ,40 ,0 ,1 ,425 ,11 ,18 ,1 ,4 ,2 ,9 ,26161 ,13196 ,12965 ,3279 
서울특별시,강남구,신사동,1123051,75 ,136 ,0 ,1 ,4 ,889 ,36 ,0 ,2 ,2 ,8 ,10 ,17623 ,8207 ,9416 ,4932 
서울특별시,마포구,신수동,1114063,151 ,78 ,0 ,0 ,0 ,662 ,21 ,5 ,1 ,1 ,4 ,8 ,22514 ,10963 ,11551 ,2961 
서울특별시,관악구,신원동,1121065,51 ,16 ,40 ,0 ,0 ,870 ,52 ,4 ,1 ,3 ,1 ,3 ,19892 ,10025 ,9867 ,2889 
서울특별시,양천구,신월1동,1115057,66 ,87 ,0 ,0 ,1 ,1621 ,98 ,0 ,1 ,3 ,5 ,10 ,21976 ,11229 ,10747 ,2749 
서울특별시,양천구,신월2동,1115058,84 ,49 ,4 ,2 ,0 ,725 ,63 ,0 ,1 ,2 ,3 ,8 ,22427 ,11000 ,11427 ,2553 
서울특별시,양천구,신월3동,1115059,29 ,36 ,0 ,0 ,1 ,1340 ,88 ,0 ,1 ,1 ,2 ,10 ,16844 ,8886 ,7958 ,2414 
서울특별시,양천구,신월4동,1115060,56 ,76 ,2 ,0 ,0 ,3048 ,67 ,0 ,1 ,0 ,5 ,9 ,19064 ,9368 ,9696 ,2322 
서울특별시,양천구,신월5동,1115061,56 ,58 ,0 ,0 ,0 ,727 ,169 ,0 ,1 ,0 ,4 ,11 ,15631 ,7735 ,7896 ,1793 
서울특별시,양천구,신월6동,1115062,31 ,16 ,0 ,0 ,0 ,280 ,3 ,0 ,0 ,3 ,2 ,8 ,6670 ,3310 ,3360 ,991 
서울특별시,양천구,신월7동,1115063,91 ,54 ,3 ,2 ,2 ,1165 ,100 ,0 ,1 ,2 ,8 ,12 ,21803 ,10701 ,11102 ,3684 
서울특별시,양천구,신정1동,1115064,150 ,58 ,0 ,0 ,0 ,550 ,36 ,0 ,1 ,3 ,7 ,15 ,21578 ,10559 ,11019 ,2555 
서울특별시,양천구,신정2동,1115065,131 ,57 ,0 ,0 ,5 ,511 ,20 ,0 ,1 ,1 ,2 ,20 ,20713 ,10125 ,10588 ,2071 
서울특별시,양천구,신정3동,1115066,257 ,182 ,0 ,1 ,1 ,1707 ,77 ,0 ,3 ,0 ,14 ,14 ,48467 ,23664 ,24803 ,6221 
서울특별시,양천구,신정4동,1115072,267 ,96 ,0 ,0 ,0 ,1310 ,34 ,0 ,1 ,0 ,10 ,18 ,35784 ,17532 ,18252 ,5439 
서울특별시,양천구,신정6동,1115069,221 ,82 ,0 ,0 ,6 ,309 ,2 ,0 ,1 ,0 ,7 ,14 ,25291 ,12314 ,12977 ,2861 
서울특별시,양천구,신정7동,1115070,145 ,86 ,0 ,2 ,0 ,1189 ,64 ,0 ,1 ,0 ,4 ,15 ,30930 ,15006 ,15924 ,4524 
서울특별시,서대문구,신촌동,1113075,294 ,143 ,45 ,0 ,2 ,562 ,26 ,23 ,3 ,0 ,4 ,13 ,24810 ,9749 ,15061 ,5743 
서울특별시,도봉구,쌍문1동,1110051,59 ,50 ,1 ,0 ,0 ,1228 ,73 ,0 ,1 ,1 ,3 ,10 ,22528 ,10857 ,11671 ,3801 
서울특별시,도봉구,쌍문2동,1110052,60 ,33 ,0 ,0 ,0 ,1191 ,88 ,0 ,1 ,2 ,2 ,16 ,20133 ,9783 ,10350 ,3612 
서울특별시,도봉구,쌍문3동,1110053,67 ,36 ,1 ,0 ,1 ,941 ,55 ,0 ,1 ,1 ,3 ,12 ,17325 ,8335 ,8990 ,3711 
서울특별시,도봉구,쌍문4동,1110054,37 ,43 ,7 ,0 ,1 ,549 ,16 ,0 ,1 ,0 ,3 ,10 ,19946 ,9500 ,10446 ,2326 
서울특별시,마포구,아현동,1114078,67 ,91 ,0 ,0 ,1 ,654 ,23 ,5 ,1 ,2 ,5 ,18 ,25391 ,11942 ,13449 ,3615 
서울특별시,성북구,안암동,1108060,110 ,102 ,6 ,1 ,0 ,580 ,45 ,7 ,1 ,0 ,1 ,14 ,17877 ,8677 ,9200 ,3485 
서울특별시,강동구,암사1동,1125072,66 ,43 ,97 ,0 ,0 ,1304 ,79 ,1 ,1 ,2 ,4 ,7 ,36975 ,18329 ,18646 ,5305 
서울특별시,강동구,암사2동,1125058,95 ,45 ,47 ,0 ,7 ,355 ,25 ,1 ,1 ,0 ,2 ,8 ,14557 ,7083 ,7474 ,2561 
서울특별시,강동구,암사3동,1125059,62 ,66 ,32 ,0 ,0 ,291 ,16 ,2 ,3 ,0 ,4 ,9 ,18821 ,9226 ,9595 ,2094 
서울특별시,강남구,압구정동,1123077,146 ,229 ,0 ,1 ,0 ,726 ,4 ,0 ,3 ,3 ,3 ,15 ,27767 ,12751 ,15016 ,7474 
서울특별시,중구,약수동,1102071,27 ,24 ,0 ,0 ,1 ,949 ,81 ,0 ,0 ,2 ,1 ,0 ,17760 ,8386 ,9374 ,3628 
서울특별시,서초구,양재1동,1122066,237 ,182 ,0 ,2 ,4 ,1709 ,93 ,18 ,6 ,2 ,25 ,25 ,46022 ,22005 ,24017 ,6939 
서울특별시,서초구,양재2동,1122067,204 ,142 ,0 ,0 ,9 ,741 ,28 ,25 ,8 ,0 ,17 ,28 ,23250 ,11703 ,11547 ,4701 
서울특별시,영등포구,양평1동,1119061,137 ,109 ,0 ,0 ,2 ,585 ,25 ,0 ,1 ,1 ,1 ,19 ,18251 ,9117 ,9134 ,2705 
서울특별시,영등포구,양평2동,1119062,162 ,131 ,5 ,0 ,4 ,493 ,24 ,0 ,3 ,0 ,2 ,22 ,22886 ,11432 ,11454 ,3205 
서울특별시,영등포구,여의도동,1119054,776 ,359 ,27 ,0 ,4 ,1036 ,5 ,0 ,8 ,0 ,3 ,0 ,34576 ,16312 ,18264 ,11331 
서울특별시,강남구,역삼1동,1123064,298 ,213 ,0 ,1 ,0 ,710 ,21 ,0 ,2 ,0 ,6 ,27 ,37277 ,18019 ,19258 ,8559 
서울특별시,강남구,역삼2동,1123065,127 ,133 ,0 ,0 ,3 ,506 ,15 ,0 ,1 ,0 ,9 ,27 ,37211 ,17489 ,19722 ,5834 
서울특별시,은평구,역촌동,1112074,140 ,90 ,258 ,1 ,0 ,1944 ,108 ,10 ,1 ,0 ,7 ,8 ,48883 ,23231 ,25652 ,7172 
서울특별시,마포구,연남동,1114071,73 ,44 ,0 ,0 ,0 ,611 ,31 ,6 ,1 ,2 ,2 ,0 ,17051 ,7937 ,9114 ,2425 
서울특별시,서대문구,연희동,1113076,187 ,125 ,5 ,0 ,4 ,1481 ,46 ,7 ,3 ,1 ,8 ,0 ,41358 ,19764 ,21594 ,6507 
서울특별시,마포구,염리동,1114061,27 ,22 ,0 ,0 ,0 ,436 ,21 ,3 ,0 ,0 ,2 ,0 ,13533 ,6339 ,7194 ,1544 
서울특별시,강서구,염창동,1116051,83 ,123 ,0 ,0 ,0 ,522 ,13 ,0 ,2 ,0 ,4 ,0 ,42478 ,20758 ,21720 ,4040 
서울특별시,영등포구,영등포동,1119074,385 ,173 ,0 ,0 ,0 ,1454 ,28 ,0 ,1 ,6 ,4 ,67 ,27149 ,14750 ,12399 ,6907 
서울특별시,영등포구,영등포본동,1119073,70 ,56 ,0 ,1 ,1 ,1128 ,34 ,0 ,1 ,0 ,2 ,0 ,24989 ,12884 ,12105 ,4287 
서울특별시,송파구,오금동,1124060,302 ,165 ,190 ,0 ,6 ,1010 ,57 ,0 ,2 ,0 ,15 ,0 ,40959 ,19968 ,20991 ,5831 
서울특별시,구로구,오류1동,1117067,73 ,39 ,53 ,0 ,0 ,925 ,54 ,0 ,1 ,1 ,1 ,7 ,23025 ,11297 ,11728 ,3085 
서울특별시,구로구,오류2동,1117068,290 ,230 ,84 ,1 ,2 ,1381 ,82 ,0 ,5 ,0 ,10 ,15 ,51567 ,25087 ,26480 ,8188 
서울특별시,송파구,오륜동,1124059,109 ,48 ,2 ,0 ,11 ,240 ,1 ,0 ,3 ,0 ,1 ,0 ,18917 ,9285 ,9632 ,3742 
서울특별시,성동구,옥수동,1104073,117 ,44 ,0 ,0 ,0 ,762 ,36 ,0 ,2 ,0 ,3 ,0 ,27264 ,12783 ,14481 ,5204 
서울특별시,성동구,왕십리2동,1104052,29 ,25 ,0 ,1 ,0 ,637 ,30 ,0 ,0 ,0 ,4 ,0 ,17953 ,8738 ,9215 ,2380 
서울특별시,성동구,왕십리도선동,1104071,86 ,98 ,2 ,1 ,0 ,887 ,42 ,0 ,1 ,1 ,7 ,10 ,27878 ,13290 ,14588 ,3007 
서울특별시,마포구,용강동,1114059,147 ,131 ,2 ,1 ,2 ,650 ,30 ,6 ,1 ,0 ,6 ,6 ,22403 ,10641 ,11762 ,3725 
서울특별시,성동구,용답동,1104070,98 ,42 ,3 ,0 ,6 ,662 ,41 ,0 ,2 ,1 ,2 ,0 ,13572 ,7149 ,6423 ,3397 
서울특별시,용산구,용문동,1103059,41 ,45 ,13 ,1 ,0 ,516 ,11 ,0 ,0 ,1 ,1 ,0 ,12649 ,6066 ,6583 ,1626 
서울특별시,용산구,용산2가동,1103052,40 ,22 ,26 ,0 ,0 ,625 ,29 ,0 ,2 ,1 ,0 ,6 ,11831 ,5820 ,6011 ,1798 
서울특별시,동대문구,용신동,1106081,301 ,245 ,4 ,0 ,0 ,1661 ,81 ,8 ,2 ,3 ,6 ,0 ,32073 ,16401 ,15672 ,8224 
서울특별시,강북구,우이동,1109074,69 ,52 ,0 ,0 ,2 ,1084 ,74 ,1 ,10 ,1 ,2 ,2 ,21401 ,10440 ,10961 ,4337 
서울특별시,강서구,우장산동,1116074,86 ,72 ,3 ,0 ,3 ,731 ,44 ,0 ,1 ,0 ,8 ,5 ,45305 ,21727 ,23578 ,5310 
서울특별시,용산구,원효로1동,1103072,66 ,75 ,56 ,0 ,2 ,530 ,17 ,0 ,1 ,0 ,5 ,9 ,16471 ,7968 ,8503 ,3012 
서울특별시,용산구,원효로2동,1103057,49 ,52 ,58 ,1 ,1 ,621 ,12 ,0 ,1 ,0 ,2 ,3 ,14779 ,6944 ,7835 ,2340 
서울특별시,노원구,월계1동,1111051,92 ,48 ,10 ,0 ,2 ,937 ,65 ,0 ,1 ,0 ,10 ,14 ,24044 ,12375 ,11669 ,4351 
서울특별시,노원구,월계2동,1111052,62 ,67 ,8 ,0 ,5 ,1646 ,171 ,0 ,2 ,0 ,11 ,14 ,26209 ,12620 ,13589 ,4330 
서울특별시,노원구,월계3동,1111053,91 ,47 ,2 ,0 ,0 ,1410 ,125 ,0 ,1 ,0 ,5 ,14 ,31904 ,15299 ,16605 ,4597 
서울특별시,성북구,월곡1동,1108071,99 ,71 ,0 ,0 ,4 ,927 ,66 ,3 ,1 ,0 ,5 ,13 ,27698 ,13399 ,14299 ,4040 
서울특별시,성북구,월곡2동,1108072,77 ,103 ,0 ,1 ,0 ,747 ,48 ,4 ,1 ,0 ,3 ,12 ,20571 ,9982 ,10589 ,4323 
서울특별시,송파구,위례동,1124082,40 ,8 ,1 ,0 ,0 ,256 ,25 ,0 ,3 ,0 ,5 ,0 ,28291 ,13783 ,14508 ,3311 
서울특별시,관악구,은천동,1121078,112 ,58 ,53 ,0 ,1 ,1290 ,75 ,8 ,1 ,4 ,5 ,0 ,35505 ,17398 ,18107 ,4197 
서울특별시,중구,을지로동,1102060,182 ,115 ,0 ,0 ,1 ,228 ,9 ,0 ,1 ,6 ,0 ,16 ,2002 ,1207 ,795 ,3166 
서울특별시,성동구,응봉동,1104058,19 ,32 ,0 ,0 ,12 ,479 ,25 ,0 ,1 ,0 ,3 ,5 ,16228 ,7699 ,8529 ,2451 
서울특별시,은평구,응암1동,1112059,91 ,73 ,89 ,0 ,0 ,993 ,36 ,4 ,1 ,0 ,5 ,13 ,25747 ,12290 ,13457 ,4309 
서울특별시,은평구,응암2동,1112060,113 ,69 ,40 ,0 ,4 ,781 ,28 ,3 ,1 ,3 ,5 ,14 ,23882 ,11655 ,12227 ,2705 
