시도,시군구,행정구역명,행정구역코드,신호등,횡단보도,과속방지턱,노인보호구역,공공 체육시설,독거노인,저소득 독거노인,CCTV,면적,전통시장,도시공원,노인 교통사고,총 노인인구수,남자 노인인구수,여자 노인인구수,총생활인구수
서울특별시,은평구,응암3동,1112073,114 ,74 ,111 ,1 ,0 ,1650 ,78 ,5 ,1 ,4 ,4 ,14 ,26193 ,12818 ,13375 ,4779 
서울특별시,동대문구,이문1동,1106089,64 ,36 ,0 ,0 ,0 ,771 ,47 ,7 ,1 ,0 ,2 ,8 ,22622 ,10746 ,11876 ,3092 
서울특별시,동대문구,이문2동,1106090,89 ,47 ,0 ,0 ,1 ,796 ,72 ,1 ,1 ,2 ,0 ,8 ,21273 ,10349 ,10924 ,3567 
서울특별시,용산구,이촌1동,1103063,96 ,90 ,54 ,0 ,10 ,672 ,2 ,0 ,3 ,2 ,9 ,5 ,29251 ,13741 ,15510 ,5086 
서울특별시,용산구,이촌2동,1103064,28 ,7 ,19 ,0 ,1 ,421 ,9 ,0 ,1 ,0 ,1 ,4 ,9025 ,4254 ,4771 ,1343 
서울특별시,용산구,이태원1동,1103065,71 ,35 ,58 ,0 ,0 ,383 ,15 ,0 ,1 ,2 ,2 ,8 ,9086 ,4749 ,4337 ,1670 
서울특별시,용산구,이태원2동,1103066,34 ,20 ,47 ,0 ,1 ,503 ,18 ,0 ,1 ,0 ,3 ,12 ,10812 ,5088 ,5724 ,1709 
서울특별시,종로구,이화동,1101064,60 ,39 ,0 ,1 ,0 ,596 ,130 ,11 ,1 ,0 ,2 ,1 ,8566 ,3939 ,4627 ,3316 
서울특별시,강북구,인수동,1109075,121 ,88 ,7 ,1 ,3 ,1657 ,119 ,0 ,3 ,6 ,2 ,0 ,32813 ,15890 ,16923 ,7294 
서울특별시,관악구,인헌동,1121062,22 ,24 ,52 ,0 ,0 ,813 ,48 ,4 ,1 ,3 ,5 ,0 ,27200 ,13295 ,13905 ,3142 
서울특별시,강남구,일원1동,1123073,60 ,68 ,0 ,0 ,5 ,793 ,15 ,0 ,1 ,0 ,1 ,8 ,16556 ,8079 ,8477 ,3539 
서울특별시,강남구,일원2동,1123074,72 ,36 ,0 ,0 ,1 ,839 ,8 ,0 ,1 ,0 ,4 ,8 ,18162 ,8768 ,9394 ,2081 
서울특별시,강남구,일원본동,1123072,129 ,59 ,6 ,0 ,5 ,398 ,7 ,0 ,3 ,0 ,9 ,2 ,24469 ,12003 ,12466 ,3813 
서울특별시,광진구,자양1동,1105064,54 ,53 ,0 ,0 ,0 ,834 ,67 ,0 ,1 ,2 ,4 ,8 ,24229 ,11662 ,12567 ,4057 
서울특별시,광진구,자양2동,1105065,56 ,74 ,1 ,0 ,4 ,693 ,40 ,3 ,2 ,1 ,4 ,7 ,27107 ,13290 ,13817 ,3500 
서울특별시,광진구,자양3동,1105066,59 ,101 ,4 ,0 ,5 ,644 ,35 ,0 ,1 ,1 ,1 ,7 ,29577 ,14247 ,15330 ,3751 
서울특별시,광진구,자양4동,1105067,51 ,45 ,6 ,0 ,2 ,919 ,65 ,2 ,1 ,3 ,2 ,7 ,23368 ,11530 ,11838 ,4403 
서울특별시,송파구,잠실2동,1124079,111 ,54 ,23 ,0 ,11 ,408 ,7 ,0 ,2 ,0 ,2 ,10 ,36853 ,17600 ,19253 ,5575 
서울특별시,송파구,잠실3동,1124080,124 ,63 ,3 ,0 ,1 ,607 ,1 ,0 ,1 ,0 ,4 ,10 ,36145 ,17252 ,18893 ,6645 
서울특별시,송파구,잠실4동,1124075,106 ,90 ,3 ,0 ,1 ,289 ,0 ,0 ,2 ,0 ,5 ,10 ,22371 ,10791 ,11580 ,3348 
서울특별시,송파구,잠실6동,1124077,131 ,83 ,4 ,0 ,1 ,270 ,1 ,0 ,3 ,0 ,4 ,10 ,17522 ,8367 ,9155 ,5968 
서울특별시,송파구,잠실7동,1124078,50 ,24 ,9 ,0 ,0 ,227 ,1 ,0 ,1 ,0 ,1 ,10 ,10244 ,4774 ,5470 ,2021 
서울특별시,송파구,잠실본동,1124071,55 ,55 ,100 ,0 ,1 ,780 ,53 ,0 ,1 ,2 ,6 ,11 ,29680 ,14041 ,15639 ,5495 
서울특별시,서초구,잠원동,1122055,118 ,146 ,2 ,0 ,8 ,792 ,13 ,14 ,2 ,0 ,9 ,0 ,34953 ,16607 ,18346 ,5327 
서울특별시,동대문구,장안1동,1106087,188 ,110 ,0 ,0 ,5 ,1205 ,86 ,5 ,1 ,0 ,10 ,35 ,39351 ,19628 ,19723 ,6105 
서울특별시,동대문구,장안2동,1106088,191 ,149 ,0 ,1 ,0 ,1684 ,62 ,8 ,1 ,2 ,3 ,35 ,31930 ,15952 ,15978 ,4454 
서울특별시,성북구,장위1동,1108076,73 ,26 ,0 ,0 ,0 ,866 ,77 ,4 ,1 ,0 ,1 ,10 ,20857 ,10225 ,10632 ,3106 
서울특별시,성북구,장위2동,1108077,107 ,42 ,0 ,0 ,1 ,693 ,58 ,1 ,1 ,2 ,1 ,10 ,14207 ,7068 ,7139 ,2943 
서울특별시,성북구,장위3동,1108078,72 ,72 ,0 ,0 ,2 ,526 ,35 ,1 ,1 ,0 ,1 ,10 ,13710 ,6900 ,6810 ,1648 
서울특별시,송파구,장지동,1124081,177 ,107 ,66 ,1 ,0 ,745 ,88 ,0 ,1 ,0 ,13 ,22 ,34113 ,16516 ,17597 ,4169 
서울특별시,중구,장충동,1102058,63 ,39 ,0 ,0 ,4 ,207 ,5 ,0 ,1 ,0 ,0 ,2 ,5628 ,2775 ,2853 ,1690 
서울특별시,동대문구,전농1동,1106083,167 ,86 ,1 ,1 ,0 ,1633 ,121 ,4 ,1 ,4 ,4 ,16 ,31096 ,15635 ,15461 ,6755 
서울특별시,동대문구,전농2동,1106084,22 ,49 ,1 ,0 ,1 ,691 ,54 ,2 ,1 ,0 ,1 ,16 ,20341 ,9666 ,10675 ,2673 
서울특별시,성북구,정릉1동,1108062,42 ,40 ,7 ,1 ,0 ,553 ,32 ,3 ,0 ,0 ,1 ,11 ,19484 ,9328 ,10156 ,2584 
서울특별시,성북구,정릉2동,1108063,58 ,49 ,9 ,0 ,1 ,877 ,54 ,4 ,1 ,0 ,1 ,11 ,23974 ,11678 ,12296 ,4244 
서울특별시,성북구,정릉3동,1108064,25 ,35 ,3 ,1 ,3 ,861 ,61 ,1 ,4 ,0 ,1 ,11 ,17388 ,8623 ,8765 ,2777 
서울특별시,성북구,정릉4동,1108065,75 ,63 ,0 ,0 ,0 ,1006 ,55 ,2 ,3 ,3 ,1 ,11 ,26898 ,13006 ,13892 ,3736 
서울특별시,동대문구,제기동,1106082,211 ,110 ,0 ,1 ,2 ,1691 ,127 ,6 ,1 ,15 ,2 ,53 ,27630 ,13785 ,13845 ,8989 
서울특별시,관악구,조원동,1121072,91 ,64 ,62 ,0 ,0 ,698 ,27 ,15 ,1 ,3 ,2 ,0 ,19671 ,10063 ,9608 ,3691 
서울특별시,종로구,종로1·2·3·4가동,1101061,410 ,233 ,3 ,4 ,0 ,781 ,38 ,23 ,2 ,1 ,5 ,34 ,8630 ,4955 ,3675 ,11089 
서울특별시,종로구,종로5·6가동,1101063,103 ,78 ,0 ,0 ,0 ,508 ,25 ,10 ,1 ,2 ,2 ,18 ,5717 ,3142 ,2575 ,3979 
서울특별시,성북구,종암동,1108084,100 ,170 ,14 ,1 ,3 ,1455 ,84 ,5 ,1 ,0 ,5 ,30 ,42391 ,20633 ,21758 ,6282 
서울특별시,노원구,중계1동,1111061,138 ,58 ,0 ,0 ,3 ,504 ,61 ,0 ,1 ,0 ,7 ,14 ,28152 ,13779 ,14373 ,3411 
서울특별시,노원구,중계2·3동,1111078,289 ,90 ,2 ,1 ,1 ,2227 ,293 ,0 ,1 ,0 ,7 ,14 ,37108 ,17261 ,19847 ,6184 
서울특별시,노원구,중계4동,1111064,100 ,41 ,0 ,0 ,0 ,1108 ,133 ,0 ,2 ,0 ,6 ,14 ,21480 ,10427 ,11053 ,3661 
서울특별시,노원구,중계본동,1111060,128 ,67 ,2 ,0 ,1 ,644 ,88 ,0 ,2 ,0 ,7 ,14 ,26161 ,12822 ,13339 ,2472 
서울특별시,광진구,중곡1동,1105055,109 ,56 ,0 ,0 ,0 ,575 ,43 ,4 ,1 ,2 ,2 ,7 ,16420 ,8043 ,8377 ,2267 
서울특별시,광진구,중곡2동,1105056,74 ,45 ,0 ,0 ,0 ,663 ,58 ,1 ,1 ,0 ,0 ,7 ,22635 ,10859 ,11776 ,2643 
서울특별시,광진구,중곡3동,1105057,89 ,43 ,0 ,0 ,2 ,716 ,62 ,1 ,1 ,0 ,1 ,7 ,17492 ,8650 ,8842 ,2826 
서울특별시,광진구,중곡4동,1105058,72 ,52 ,0 ,1 ,0 ,1053 ,89 ,2 ,2 ,1 ,2 ,7 ,30561 ,15040 ,15521 ,4575 
서울특별시,중구,중림동,1102068,31 ,45 ,0 ,0 ,6 ,508 ,26 ,0 ,0 ,0 ,4 ,2 ,13007 ,6534 ,6473 ,1468 
서울특별시,관악구,중앙동,1121061,90 ,29 ,23 ,0 ,0 ,671 ,29 ,4 ,0 ,2 ,2 ,0 ,15782 ,7547 ,8235 ,2789 
서울특별시,중랑구,중화1동,1107061,44 ,46 ,0 ,0 ,0 ,1057 ,50 ,0 ,1 ,0 ,1 ,23 ,21001 ,10334 ,10667 ,3189 
서울특별시,중랑구,중화2동,1107062,91 ,68 ,0 ,0 ,0 ,1487 ,115 ,0 ,1 ,2 ,5 ,18 ,27994 ,14386 ,13608 ,5621 
서울특별시,은평구,증산동,1112067,117 ,62 ,72 ,0 ,6 ,669 ,23 ,2 ,1 ,2 ,2 ,4 ,16254 ,7986 ,8268 ,2492 
서울특별시,은평구,진관동,1112071,421 ,270 ,38 ,1 ,9 ,1223 ,59 ,16 ,12 ,0 ,14 ,19 ,58038 ,27290 ,30748 ,10652 
서울특별시,도봉구,창1동,1110059,154 ,44 ,3 ,0 ,3 ,1172 ,33 ,0 ,1 ,0 ,7 ,12 ,26438 ,12650 ,13788 ,4916 
서울특별시,도봉구,창2동,1110060,95 ,66 ,0 ,0 ,3 ,1266 ,70 ,0 ,1 ,1 ,5 ,11 ,30723 ,15088 ,15635 ,5346 
서울특별시,도봉구,창3동,1110061,48 ,40 ,0 ,0 ,0 ,1065 ,54 ,0 ,1 ,2 ,3 ,9 ,14923 ,7446 ,7477 ,3003 
서울특별시,도봉구,창4동,1110062,223 ,86 ,0 ,0 ,7 ,906 ,32 ,0 ,1 ,0 ,6 ,15 ,28034 ,13520 ,14514 ,5471 
서울특별시,도봉구,창5동,1110063,83 ,89 ,1 ,0 ,1 ,925 ,51 ,0 ,1 ,0 ,3 ,12 ,25866 ,12452 ,13414 ,4827 
서울특별시,종로구,창신1동,1101067,75 ,35 ,1 ,0 ,2 ,477 ,21 ,9 ,0 ,1 ,0 ,7 ,6098 ,3268 ,2830 ,2011 
서울특별시,종로구,창신2동,1101068,1 ,2 ,0 ,0 ,1 ,496 ,22 ,1 ,0 ,0 ,2 ,6 ,9825 ,4996 ,4829 ,1758 
서울특별시,종로구,창신3동,1101069,12 ,10 ,1 ,0 ,0 ,328 ,25 ,3 ,0 ,0 ,2 ,6 ,7322 ,3606 ,3716 ,697 
서울특별시,서대문구,천연동,1113052,18 ,65 ,17 ,0 ,1 ,999 ,42 ,2 ,1 ,1 ,2 ,10 ,18803 ,8974 ,9829 ,3407 
서울특별시,강동구,천호1동,1125061,71 ,46 ,114 ,1 ,0 ,1233 ,89 ,2 ,1 ,0 ,5 ,24 ,28623 ,14090 ,14533 ,6904 
서울특별시,강동구,천호2동,1125073,169 ,88 ,148 ,1 ,10 ,1538 ,111 ,7 ,2 ,5 ,6 ,31 ,36078 ,18023 ,18055 ,7977 
서울특별시,강동구,천호3동,1125063,41 ,50 ,67 ,0 ,0 ,1219 ,104 ,3 ,1 ,2 ,2 ,29 ,28294 ,13947 ,14347 ,5865 
서울특별시,중구,청구동,1102072,37 ,74 ,0 ,0 ,1 ,657 ,39 ,0 ,0 ,0 ,1 ,0 ,14595 ,6952 ,7643 ,2323 
서울특별시,강남구,청담동,1123078,192 ,187 ,0 ,1 ,3 ,483 ,9 ,0 ,2 ,3 ,4 ,26 ,30132 ,14170 ,15962 ,5369 
서울특별시,동대문구,청량리동,1106080,132 ,73 ,0 ,2 ,2 ,1667 ,107 ,0 ,1 ,2 ,2 ,27 ,22035 ,11029 ,11006 ,5274 
서울특별시,관악구,청룡동,1121080,85 ,46 ,70 ,0 ,4 ,1148 ,46 ,7 ,1 ,2 ,7 ,0 ,33607 ,16158 ,17449 ,5029 
서울특별시,관악구,청림동,1121054,19 ,32 ,23 ,0 ,0 ,638 ,24 ,3 ,0 ,0 ,0 ,0 ,16331 ,8009 ,8322 ,1690 
서울특별시,종로구,청운효자동,1101072,113 ,80 ,9 ,0 ,2 ,476 ,32 ,12 ,3 ,1 ,2 ,4 ,13090 ,6120 ,6970 ,2600 
서울특별시,용산구,청파동,1103071,73 ,61 ,85 ,0 ,3 ,1088 ,31 ,0 ,1 ,1 ,3 ,5 ,20715 ,9728 ,10987 ,3062 
서울특별시,서대문구,충현동,1113073,46 ,93 ,29 ,0 ,0 ,841 ,47 ,10 ,1 ,0 ,1 ,15 ,18242 ,8845 ,9397 ,4654 
서울특별시,종로구,평창동,1101056,39 ,68 ,6 ,0 ,0 ,640 ,26 ,5 ,9 ,0 ,7 ,9 ,18830 ,8817 ,10013 ,4004 
서울특별시,송파구,풍납1동,1124051,32 ,45 ,17 ,1 ,2 ,642 ,17 ,0 ,1 ,1 ,2 ,16 ,15697 ,7775 ,7922 ,3181 
서울특별시,송파구,풍납2동,1124052,55 ,121 ,103 ,0 ,3 ,640 ,19 ,0 ,2 ,0 ,3 ,20 ,24762 ,11763 ,12999 ,6268 
서울특별시,중구,필동,1102057,72 ,80 ,3 ,0 ,1 ,238 ,8 ,0 ,1 ,0 ,1 ,5 ,5054 ,2519 ,2535 ,1838 
서울특별시,노원구,하계1동,1111058,140 ,76 ,2 ,1 ,2 ,1346 ,139 ,0 ,2 ,0 ,10 ,13 ,29814 ,14425 ,15389 ,4441 
서울특별시,노원구,하계2동,1111059,93 ,34 ,1 ,1 ,2 ,668 ,84 ,0 ,1 ,0 ,3 ,17 ,23492 ,11224 ,12268 ,3060 
서울특별시,용산구,한강로동,1103073,266 ,189 ,114 ,0 ,0 ,875 ,16 ,0 ,3 ,2 ,7 ,27 ,19504 ,9520 ,9984 ,5765 
서울특별시,용산구,한남동,1103074,168 ,115 ,152 ,2 ,1 ,1027 ,32 ,0 ,3 ,0 ,3 ,23 ,23600 ,11728 ,11872 ,4327 
서울특별시,마포구,합정동,1114068,170 ,92 ,0 ,0 ,0 ,648 ,37 ,7 ,2 ,2 ,3 ,13 ,19175 ,8928 ,10247 ,2898 
서울특별시,성동구,행당1동,1104056,99 ,79 ,0 ,0 ,2 ,600 ,29 ,0 ,1 ,1 ,0 ,7 ,16659 ,8068 ,8591 ,4441 
서울특별시,성동구,행당2동,1104057,83 ,38 ,0 ,0 ,1 ,757 ,36 ,0 ,0 ,0 ,4 ,8 ,24748 ,11628 ,13120 ,3245 
서울특별시,관악구,행운동,1121057,51 ,45 ,86 ,1 ,0 ,1009 ,33 ,7 ,1 ,0 ,6 ,0 ,30276 ,14720 ,15556 ,4159 
서울특별시,종로구,혜화동,1101073,90 ,69 ,0 ,0 ,3 ,657 ,53 ,14 ,1 ,0 ,3 ,12 ,20948 ,9426 ,11522 ,3818 
서울특별시,서대문구,홍은1동,1113066,40 ,41 ,17 ,0 ,3 ,976 ,63 ,5 ,2 ,1 ,4 ,27 ,22758 ,11017 ,11741 ,2893 
서울특별시,서대문구,홍은2동,1113068,136 ,107 ,23 ,0 ,7 ,1023 ,53 ,8 ,2 ,0 ,5 ,20 ,28402 ,13774 ,14628 ,4338 
서울특별시,서대문구,홍제1동,1113062,50 ,49 ,15 ,0 ,0 ,923 ,45 ,2 ,1 ,0 ,6 ,10 ,25045 ,11776 ,13269 ,5301 
서울특별시,서대문구,홍제2동,1113065,22 ,25 ,8 ,0 ,0 ,604 ,37 ,3 ,1 ,0 ,0 ,8 ,14629 ,6980 ,7649 ,1942 
서울특별시,서대문구,홍제3동,1113064,79 ,63 ,19 ,0 ,3 ,847 ,81 ,10 ,1 ,1 ,4 ,14 ,16534 ,8036 ,8498 ,4045 
서울특별시,강서구,화곡1동,1116073,204 ,98 ,0 ,1 ,0 ,1762 ,180 ,0 ,1 ,1 ,12 ,9 ,54681 ,26740 ,27941 ,8004 
서울특별시,강서구,화곡2동,1116057,18 ,24 ,0 ,0 ,0 ,565 ,34 ,0 ,0 ,2 ,3 ,15 ,19655 ,9561 ,10094 ,2281 
서울특별시,강서구,화곡3동,1116058,33 ,26 ,0 ,1 ,0 ,704 ,29 ,0 ,1 ,1 ,5 ,13 ,22698 ,10884 ,11814 ,2892 
서울특별시,강서구,화곡4동,1116059,36 ,21 ,0 ,0 ,0 ,737 ,34 ,0 ,1 ,3 ,5 ,13 ,22175 ,10854 ,11321 ,3433 
서울특별시,강서구,화곡6동,1116061,128 ,82 ,8 ,1 ,0 ,880 ,56 ,0 ,1 ,0 ,5 ,10 ,24930 ,12316 ,12614 ,3748 
서울특별시,강서구,화곡8동,1116063,38 ,33 ,0 ,1 ,0 ,845 ,20 ,0 ,1 ,2 ,6 ,14 ,26593 ,12780 ,13813 ,4345 
서울특별시,강서구,화곡본동,1116055,73 ,67 ,0 ,2 ,0 ,995 ,84 ,0 ,1 ,1 ,14 ,17 ,36064 ,17571 ,18493 ,4420 
서울특별시,광진구,화양동,1105053,62 ,37 ,0 ,0 ,1 ,559 ,23 ,4 ,1 ,1 ,5 ,8 ,25422 ,11618 ,13804 ,3347 
서울특별시,중구,황학동,1102067,52 ,48 ,0 ,0 ,0 ,562 ,24 ,0 ,0 ,4 ,1 ,5 ,13669 ,6607 ,7062 ,2140 
서울특별시,동대문구,회기동,1106071,33 ,41 ,0 ,0 ,0 ,364 ,27 ,3 ,1 ,1 ,1 ,4 ,13337 ,5951 ,7386 ,3011 
서울특별시,중구,회현동,1102054,134 ,141 ,1 ,0 ,3 ,492 ,12 ,0 ,1 ,9 ,0 ,25 ,5864 ,3193 ,2671 ,4502 
서울특별시,용산구,효창동,1103058,41 ,33 ,44 ,0 ,5 ,295 ,5 ,0 ,0 ,0 ,2 ,5 ,10179 ,4858 ,5321 ,1576 
서울특별시,용산구,후암동,1103051,61 ,50 ,89 ,0 ,3 ,987 ,27 ,0 ,1 ,1 ,2 ,5 ,18547 ,9056 ,9491 ,2130 
서울특별시,동대문구,휘경1동,1106072,49 ,27 ,1 ,0 ,0 ,604 ,49 ,5 ,1 ,2 ,1 ,13 ,16537 ,8008 ,8529 ,3136 
서울특별시,동대문구,휘경2동,1106073,82 ,53 ,0 ,0 ,0 ,783 ,47 ,5 ,1 ,0 ,4 ,10 ,25176 ,12401 ,12775 ,3539 
서울특별시,동작구,흑석동,1120071,111 ,93 ,0 ,0 ,2 ,1360 ,64 ,0 ,2 ,1 ,6 ,12 ,35482 ,16891 ,18591 ,5487 
