사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2.01907E+15,2019년 7월 11일 08시,목요일,서울특별시 강서구 가양동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,78세,경상,승용,남,26세,경상
2.01907E+15,2019년 7월 11일 11시,목요일,서울특별시 서대문구 창천동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승합,남,69세,상해없음,보행자,여,71세,경상
2.01907E+15,2019년 7월 11일 11시,목요일,서울특별시 양천구 신월동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,66세,경상,화물,남,40세,경상
2.01907E+15,2019년 7월 11일 14시,목요일,서울특별시 영등포구 신길동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,36세,상해없음,보행자,남,65세,중상
2.01907E+15,2019년 7월 11일 14시,목요일,서울특별시 동작구 사당동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로안,승용,남,30세,상해없음,이륜,남,72세,경상
2.01907E+15,2019년 7월 11일 14시,목요일,서울특별시 도봉구 방학동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,36세,상해없음,승용,여,70세,경상
2.01907E+15,2019년 7월 11일 15시,목요일,서울특별시 관악구 봉천동,중상사고,0,1,0,0,차대차 - 정면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,66세,상해없음,자전거,남,77세,중상
2.01907E+15,2019년 7월 11일 15시,목요일,서울특별시 송파구 송파동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,여,69세,중상,승용,여,36세,상해없음
2.01907E+15,2019년 7월 11일 15시,목요일,서울특별시 구로구 개봉동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승합,여,42세,상해없음,자전거,여,67세,경상
2.01907E+15,2019년 7월 11일 15시,목요일,서울특별시 양천구 목동,중상사고,0,3,2,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,51세,경상,승용,여,54세,중상
2.01907E+15,2019년 7월 11일 17시,목요일,서울특별시 관악구 신림동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,64세,기타불명,승합,남,35세,상해없음
2.01907E+15,2019년 7월 11일 17시,목요일,서울특별시 노원구 상계동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,기타 - 기타,이륜,남,66세,부상신고,승용,남,41세,상해없음
2.01907E+15,2019년 7월 11일 19시,목요일,서울특별시 성동구 옥수동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,26세,상해없음,보행자,여,78세,경상
2.01907E+15,2019년 7월 11일 20시,목요일,서울특별시 금천구 시흥동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 젖음/습기,비,교차로 - 교차로안,승용,남,72세,상해없음,승용,남,66세,경상
2.01907E+15,2019년 7월 11일 22시,목요일,서울특별시 양천구 신정동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,40세,상해없음,승용,남,66세,경상
2.01907E+15,2019년 7월 12일 00시,금요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,49세,상해없음,승용,남,66세,경상
2.01907E+15,2019년 7월 12일 10시,금요일,서울특별시 강북구 수유동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,특수,남,46세,상해없음,보행자,여,83세,중상
2.01907E+15,2019년 7월 12일 11시,금요일,서울특별시 노원구 공릉동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,43세,상해없음,자전거,남,75세,경상
2.01907E+15,2019년 7월 12일 13시,금요일,서울특별시 동대문구 휘경동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,81세,상해없음,승용,남,65세,경상
2.01907E+15,2019년 7월 12일 14시,금요일,서울특별시 영등포구 당산동,경상사고,0,0,1,1,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,기타 - 기타,승용,남,65세,부상신고,승용,여,36세,경상
2.01907E+15,2019년 7월 12일 14시,금요일,서울특별시 송파구 거여동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 교량,자전거,남,81세,경상,승용,여,65세,상해없음
2.01907E+15,2019년 7월 12일 16시,금요일,서울특별시 도봉구 방학동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,65세,중상,승용,여,56세,경상
2.01907E+15,2019년 7월 12일 18시,금요일,서울특별시 영등포구 문래동2가,중상사고,0,1,3,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,69세,상해없음,,,,
2.01907E+15,2019년 7월 12일 18시,금요일,서울특별시 강동구 성내동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,42세,상해없음,승합,남,57세,상해없음
2.01907E+15,2019년 7월 13일 00시,토요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,30세,상해없음,승용,남,70세,경상
2.01907E+15,2019년 7월 13일 04시,토요일,서울특별시 성북구 돈암동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,남,68세,경상
2.01907E+15,2019년 7월 13일 07시,토요일,서울특별시 송파구 신천동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,86세,중상,자전거,남,40세,경상
2.01907E+15,2019년 7월 13일 09시,토요일,서울특별시 영등포구 신길동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,자전거,남,76세,중상
2.01907E+15,2019년 7월 13일 09시,토요일,서울특별시 강동구 암사동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,여,49세,상해없음,자전거,남,73세,경상
2.01907E+15,2019년 7월 13일 09시,토요일,서울특별시 구로구 구로동,경상사고,0,0,1,1,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,57세,경상,승용,남,74세,부상신고
2.01907E+15,2019년 7월 13일 11시,토요일,서울특별시 서대문구 북가좌동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,단일로 - 기타,기타불명,여,65세,상해없음,보행자,남,70세,경상
2.01907E+15,2019년 7월 13일 12시,토요일,서울특별시 송파구 문정동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,65세,경상,승용,여,37세,경상
2.01907E+15,2019년 7월 13일 12시,토요일,서울특별시 구로구 구로동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,52세,경상,승용,남,67세,경상
2.01907E+15,2019년 7월 13일 13시,토요일,서울특별시 송파구 신천동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,47세,상해없음,승용,여,67세,경상
2.01907E+15,2019년 7월 13일 14시,토요일,서울특별시 양천구 신정동,경상사고,0,0,1,0,차량단독 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,56세,상해없음,,,,
2.01907E+15,2019년 7월 13일 16시,토요일,서울특별시 강서구 마곡동,중상사고,0,1,0,0,차대사람 - 기타,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,여,65세,중상
2.01907E+15,2019년 7월 13일 17시,토요일,서울특별시 강동구 천호동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,53세,상해없음,승합,남,36세,상해없음
2.01907E+15,2019년 7월 13일 20시,토요일,서울특별시 송파구 방이동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,보행자,여,66세,중상
2.01907E+15,2019년 7월 14일 00시,일요일,서울특별시 중랑구 중화동,중상사고,0,1,4,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,58세,경상,승용,남,73세,경상
2.01907E+15,2019년 7월 14일 01시,일요일,서울특별시 송파구 가락동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,70세,경상
2.01907E+15,2019년 7월 14일 04시,일요일,서울특별시 강남구 대치동,경상사고,0,0,3,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,34세,상해없음,승용,남,71세,경상
2.01907E+15,2019년 7월 14일 06시,일요일,서울특별시 강서구 등촌동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,기타,단일로 - 기타,승용,남,27세,상해없음,승용,남,67세,경상
2.01907E+15,2019년 7월 14일 09시,일요일,서울특별시 양천구 신정동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,19세,기타불명,보행자,여,79세,중상
2.01907E+15,2019년 7월 14일 10시,일요일,서울특별시 강북구 번동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,58세,상해없음,보행자,여,88세,중상
2.01907E+15,2019년 7월 14일 12시,일요일,서울특별시 성동구 금호동1가,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,70세,상해없음,,,,
2.01907E+15,2019년 7월 14일 12시,일요일,서울특별시 관악구 신림동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,83세,경상,자전거,남,29세,경상
2.01907E+15,2019년 7월 15일 07시,월요일,서울특별시 마포구 성산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,57세,상해없음,보행자,여,73세,중상
2.01907E+15,2019년 7월 15일 08시,월요일,서울특별시 강남구 수서동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,상해없음,보행자,여,80세,경상
2.01907E+15,2019년 7월 15일 10시,월요일,서울특별시 마포구 망원동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,68세,상해없음,자전거,남,82세,경상
2.01907E+15,2019년 7월 15일 11시,월요일,서울특별시 은평구 응암동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,51세,상해없음,보행자,여,85세,경상
2.01907E+15,2019년 7월 15일 12시,월요일,서울특별시 중랑구 면목동,중상사고,0,1,0,0,차대사람 - 기타,불법유턴,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,30세,상해없음,보행자,남,76세,중상
2.01907E+15,2019년 7월 15일 12시,월요일,서울특별시 강서구 공항동,중상사고,0,1,0,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,49세,상해없음,보행자,남,75세,중상
2.01907E+15,2019년 7월 15일 13시,월요일,서울특별시 강동구 천호동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,58세,상해없음,보행자,여,76세,중상
2.01907E+15,2019년 7월 15일 15시,월요일,서울특별시 종로구 부암동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 터널,승용,남,25세,상해없음,승용,남,52세,경상
2.01907E+15,2019년 7월 15일 16시,월요일,서울특별시 강북구 번동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,건설기계,남,64세,상해없음,자전거,남,71세,경상
2.01907E+15,2019년 7월 15일 16시,월요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 젖음/습기,비,교차로 - 교차로안,자전거,남,77세,경상,화물,남,60세,상해없음
2.01907E+15,2019년 7월 15일 16시,월요일,서울특별시 양천구 목동,경상사고,0,0,3,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,79세,경상,화물,남,34세,경상
2.01907E+15,2019년 7월 15일 17시,월요일,서울특별시 강북구 수유동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,59세,상해없음,보행자,여,75세,중상
2.01907E+15,2019년 7월 15일 18시,월요일,서울특별시 서대문구 북가좌동,중상사고,0,1,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,47세,상해없음,보행자,여,68세,중상
2.01907E+15,2019년 7월 15일 18시,월요일,서울특별시 관악구 봉천동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 기타,맑음,단일로 - 기타,승합,남,58세,상해없음,보행자,여,75세,경상
2.01907E+15,2019년 7월 15일 18시,월요일,서울특별시 강동구 고덕동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로부근,화물,남,52세,상해없음,승용,남,65세,경상
2.01907E+15,2019년 7월 16일 07시,화요일,서울특별시 강동구 천호동,부상신고사고,0,0,0,2,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,여,65세,부상신고,자전거,남,77세,부상신고
2.01907E+15,2019년 7월 16일 09시,화요일,서울특별시 강북구 수유동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,54세,상해없음,이륜,남,82세,중상
2.01907E+15,2019년 7월 16일 12시,화요일,서울특별시 마포구 대흥동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,26세,상해없음,보행자,남,80세,중상
2.01907E+15,2019년 7월 16일 12시,화요일,서울특별시 양천구 신월동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,자전거,남,67세,부상신고,화물,남,60세,상해없음
2.01907E+15,2019년 7월 16일 14시,화요일,서울특별시 서초구 서초동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,보행자,여,65세,경상
2.01907E+15,2019년 7월 16일 15시,화요일,서울특별시 구로구 구로동,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,77세,상해없음,승용,남,65세,상해없음
2.01907E+15,2019년 7월 16일 15시,화요일,서울특별시 은평구 녹번동,중상사고,0,1,0,0,차량단독 - 기타,기타,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,51세,상해없음,,,,
2.01907E+15,2019년 7월 16일 17시,화요일,서울특별시 관악구 봉천동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,이륜,여,31세,경상,승용,여,58세,경상
2.01907E+15,2019년 7월 16일 17시,화요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,70세,상해없음,보행자,여,68세,경상
2.01907E+15,2019년 7월 16일 18시,화요일,서울특별시 서초구 반포동,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,포장 - 건조,맑음,단일로 - 기타,승용,남,69세,경상,승용,남,44세,경상
2.01907E+15,2019년 7월 16일 19시,화요일,서울특별시 강서구 화곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 기타,맑음,단일로 - 기타,승용,남,70세,상해없음,보행자,남,72세,경상
2.01907E+15,2019년 7월 16일 20시,화요일,서울특별시 강동구 천호동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,14세,상해없음,보행자,여,72세,경상
2.01907E+15,2019년 7월 17일 00시,수요일,서울특별시 은평구 응암동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,49세,상해없음,승용,남,58세,중상
2.01907E+15,2019년 7월 17일 00시,수요일,서울특별시 서초구 반포동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,73세,경상
2.01907E+15,2019년 7월 17일 09시,수요일,서울특별시 금천구 시흥동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,44세,상해없음,보행자,여,76세,중상
2.01907E+15,2019년 7월 17일 09시,수요일,서울특별시 노원구 중계동,중상사고,0,1,1,0,차대사람 - 횡단중,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승합,남,47세,상해없음,보행자,여,74세,중상
2.01907E+15,2019년 7월 17일 12시,수요일,서울특별시 송파구 장지동,경상사고,0,0,3,1,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,36세,상해없음,승합,남,35세,상해없음
2.01907E+15,2019년 7월 17일 14시,수요일,서울특별시 은평구 수색동,경상사고,0,0,1,0,차대차 - 측면충돌,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,44세,상해없음,승용,남,66세,경상
2.01907E+15,2019년 7월 17일 14시,수요일,서울특별시 성북구 하월곡동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,68세,상해없음,보행자,여,86세,중상
2.01907E+15,2019년 7월 17일 14시,수요일,서울특별시 양천구 신월동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,53세,상해없음,승용,남,68세,경상
2.01907E+15,2019년 7월 17일 15시,수요일,서울특별시 영등포구 영등포동3가,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,54세,상해없음,이륜,남,65세,부상신고
2.01907E+15,2019년 7월 17일 15시,수요일,서울특별시 양천구 신월동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,38세,상해없음,건설기계,남,78세,경상
2.01907E+15,2019년 7월 17일 15시,수요일,서울특별시 노원구 하계동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,62세,상해없음,보행자,여,72세,경상
2.01907E+15,2019년 7월 17일 15시,수요일,서울특별시 노원구 상계동,경상사고,0,0,3,0,차대차 - 추돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,21세,상해없음,승용,남,59세,경상
2.01907E+15,2019년 7월 17일 16시,수요일,서울특별시 성북구 종암동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,상해없음,보행자,여,78세,경상
2.01907E+15,2019년 7월 17일 16시,수요일,서울특별시 양천구 신월동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,31세,상해없음,보행자,남,65세,경상
2.01907E+15,2019년 7월 17일 17시,수요일,서울특별시 성동구 홍익동,중상사고,0,1,1,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,37세,상해없음,,,,
2.01907E+15,2019년 7월 17일 17시,수요일,서울특별시 동작구 대방동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,보행자,여,66세,중상
2.01907E+15,2019년 7월 17일 23시,수요일,서울특별시 영등포구 신길동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,32세,상해없음,보행자,여,66세,경상
2.01907E+15,2019년 7월 18일 00시,목요일,서울특별시 성동구 성수동2가,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,남,49세,상해없음
2.01907E+15,2019년 7월 18일 04시,목요일,서울특별시 서대문구 북가좌동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,자전거,남,78세,상해없음,보행자,남,86세,경상
2.01907E+15,2019년 7월 18일 05시,목요일,서울특별시 강남구 삼성동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 지하차도(도로)내,화물,남,40세,상해없음,보행자,여,76세,중상
2.01907E+15,2019년 7월 18일 05시,목요일,서울특별시 강동구 길동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,65세,중상,승용,남,61세,경상
2.01907E+15,2019년 7월 18일 08시,목요일,서울특별시 강동구 성내동,부상신고사고,0,0,0,2,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,73세,부상신고,보행자,남,34세,부상신고
2.01907E+15,2019년 7월 18일 10시,목요일,서울특별시 성북구 정릉동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,건설기계,남,58세,상해없음,보행자,여,79세,중상
2.01907E+15,2019년 7월 18일 14시,목요일,서울특별시 서초구 양재동,중상사고,0,1,0,0,차대차 - 기타,신호위반,포장 - 건조,맑음,기타 - 기타,이륜,남,59세,상해없음,자전거,남,77세,중상
2.01907E+15,2019년 7월 18일 15시,목요일,서울특별시 마포구 대흥동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,40세,상해없음,보행자,여,72세,경상
2.01907E+15,2019년 7월 18일 16시,목요일,서울특별시 강동구 암사동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,68세,부상신고,농기계,남,58세,상해없음
2.01907E+15,2019년 7월 18일 17시,목요일,서울특별시 은평구 불광동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,27세,상해없음,자전거,남,65세,중상
2.01907E+15,2019년 7월 18일 19시,목요일,서울특별시 강북구 수유동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,63세,상해없음,승용,남,72세,부상신고
2.01907E+15,2019년 7월 18일 19시,목요일,서울특별시 양천구 목동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,23세,상해없음,보행자,남,82세,경상
2.01907E+15,2019년 7월 18일 20시,목요일,서울특별시 은평구 역촌동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,43세,상해없음,이륜,여,65세,중상
2.01907E+15,2019년 7월 19일 02시,금요일,서울특별시 구로구 개봉동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,17세,상해없음,승용,남,70세,중상
2.01907E+15,2019년 7월 19일 07시,금요일,서울특별시 동대문구 전농동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,74세,중상,승용,남,64세,상해없음
2.01907E+15,2019년 7월 19일 08시,금요일,서울특별시 강서구 내발산동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,61세,상해없음,,,,
2.01907E+15,2019년 7월 19일 09시,금요일,서울특별시 영등포구 영등포동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,37세,상해없음,보행자,여,70세,경상
2.01907E+15,2019년 7월 19일 09시,금요일,서울특별시 관악구 신림동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,17세,상해없음,자전거,남,77세,중상
2.01907E+15,2019년 7월 19일 09시,금요일,서울특별시 양천구 신정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,40세,상해없음,자전거,남,80세,경상
2.01907E+15,2019년 7월 19일 10시,금요일,서울특별시 강남구 압구정동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,원동기,남,16세,상해없음,보행자,여,80세,경상
2.01907E+15,2019년 7월 19일 12시,금요일,서울특별시 동작구 사당동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,43세,상해없음,보행자,여,76세,부상신고
2.01907E+15,2019년 7월 19일 14시,금요일,서울특별시 금천구 독산동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,68세,부상신고,승용,여,36세,상해없음
2.01907E+15,2019년 7월 19일 15시,금요일,서울특별시 마포구 도화동,중상사고,0,1,1,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,37세,상해없음,보행자,여,80세,중상
2.01907E+15,2019년 7월 19일 15시,금요일,서울특별시 영등포구 신길동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,64세,상해없음,,,,
2.01907E+15,2019년 7월 19일 15시,금요일,서울특별시 도봉구 방학동,중상사고,0,1,0,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,31세,상해없음,자전거,여,75세,중상
2.01907E+15,2019년 7월 19일 16시,금요일,서울특별시 중구 태평로1가,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,65세,상해없음,,,,
2.01907E+15,2019년 7월 19일 16시,금요일,서울특별시 송파구 석촌동,사망사고,1,0,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,보행자,여,75세,사망
