사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6514555,2019036,1123010900,11230007,서울특별시 동대문구7,서울특별시 동대문구 휘경동(중량약국 부근),4,4,0,1,3,0,127.0668117,37.59202184,"{""type"":""Polygon"",""coordinates"":[[[127.06860831,37.59202184],[127.06857379,37.5917441],[127.06847155,37.59147704],[127.06830552,37.59123092],[127.06808209,37.59101519],[127.06780983,37.59083814],[127.06749922,37.59070659],[127.06716218,37.59062557],[127.06681168,37.59059822],[127.06646117,37.59062557],[127.06612414,37.59070659],[127.06581352,37.59083814],[127.06554127,37.59101519],[127.06531783,37.59123092],[127.06515181,37.59147704],[127.06504957,37.5917441],[127.06501505,37.59202184],[127.06504957,37.59229957],[127.06515181,37.59256662],[127.06531783,37.59281274],[127.06554127,37.59302847],[127.06581352,37.59320551],[127.06612414,37.59333706],[127.06646117,37.59341807],[127.06681168,37.59344543],[127.06716218,37.59341807],[127.06749922,37.59333706],[127.06780983,37.59320551],[127.06808209,37.59302847],[127.06830552,37.59281274],[127.06847155,37.59256662],[127.06857379,37.59229957],[127.06860831,37.59202184]]]}"
6506548,2019036,1123010600,11230008,서울특별시 동대문구8,서울특별시 동대문구 장안동(장안2동 주민센터 부근),3,3,1,1,1,0,127.0702017,37.57887691,"{""type"":""Polygon"",""coordinates"":[[[127.07199831,37.57887691],[127.07196379,37.57859913],[127.07186155,37.57833202],[127.07169553,37.57808585],[127.07147209,37.57787009],[127.07119984,37.57769301],[127.07088922,37.57756143],[127.07055219,37.5774804],[127.07020168,37.57745304],[127.06985118,37.5774804],[127.06951414,37.57756143],[127.06920353,37.57769301],[127.06893127,37.57787009],[127.06870784,37.57808585],[127.06854181,37.57833202],[127.06843957,37.57859913],[127.06840505,37.57887691],[127.06843957,37.57915469],[127.06854181,37.57942179],[127.06870784,37.57966796],[127.06893127,37.57988372],[127.06920353,37.58006079],[127.06951414,37.58019237],[127.06985118,37.58027339],[127.07020168,37.58030075],[127.07055219,37.58027339],[127.07088922,37.58019237],[127.07119984,37.58006079],[127.07147209,37.57988372],[127.07169553,37.57966796],[127.07186155,37.57942179],[127.07196379,37.57915469],[127.07199831,37.57887691]]]}"
6506195,2019036,1123011000,11230009,서울특별시 동대문구9,서울특별시 동대문구 이문동(한솔고시텔 부근),3,3,0,3,0,0,127.0620721,37.59979432,"{""type"":""Polygon"",""coordinates"":[[[127.06386877,37.59979432],[127.06383424,37.59951661],[127.063732,37.59924958],[127.06356598,37.59900348],[127.06334254,37.59878777],[127.06307029,37.59861075],[127.06275968,37.5984792],[127.06242264,37.5983982],[127.06207213,37.59837085],[127.06172163,37.5983982],[127.06138459,37.5984792],[127.06107398,37.59861075],[127.06080173,37.59878777],[127.06057829,37.59900348],[127.06041226,37.59924958],[127.06031003,37.59951661],[127.0602755,37.59979432],[127.06031003,37.60007202],[127.06041226,37.60033905],[127.06057829,37.60058514],[127.06080173,37.60080084],[127.06107398,37.60097787],[127.06138459,37.60110941],[127.06172163,37.60119041],[127.06207213,37.60121776],[127.06242264,37.60119041],[127.06275968,37.60110941],[127.06307029,37.60097787],[127.06334254,37.60080084],[127.06356598,37.60058514],[127.063732,37.60033905],[127.06383424,37.60007202],[127.06386877,37.59979432]]]}"
6507835,2019036,1126010100,11260001,서울특별시 중랑구1,서울특별시 중랑구 면목동(브리앙아파트 부근),6,6,1,2,3,0,127.0931892,37.59196378,"{""type"":""Polygon"",""coordinates"":[[[127.09498583,37.59196378],[127.09495131,37.59168605],[127.09484907,37.59141899],[127.09468305,37.59117287],[127.09445961,37.59095714],[127.09418736,37.59078009],[127.09387674,37.59064853],[127.09353971,37.59056752],[127.0931892,37.59054016],[127.0928387,37.59056752],[127.09250166,37.59064853],[127.09219105,37.59078009],[127.09191879,37.59095714],[127.09169536,37.59117287],[127.09152933,37.59141899],[127.09142709,37.59168605],[127.09139257,37.59196378],[127.09142709,37.59224151],[127.09152933,37.59250857],[127.09169536,37.59275469],[127.09191879,37.59297042],[127.09219105,37.59314746],[127.09250166,37.59327901],[127.0928387,37.59336002],[127.0931892,37.59338738],[127.09353971,37.59336002],[127.09387674,37.59327901],[127.09418736,37.59314746],[127.09445961,37.59297042],[127.09468305,37.59275469],[127.09484907,37.59250857],[127.09495131,37.59224151],[127.09498583,37.59196378]]]}"
6507836,2019036,1126010100,11260002,서울특별시 중랑구2,서울특별시 중랑구 면목동(조은노인요양센터 부근),5,5,0,2,3,0,127.0944647,37.58631109,"{""type"":""Polygon"",""coordinates"":[[[127.09626133,37.58631109],[127.09622681,37.58603334],[127.09612457,37.58576626],[127.09595854,37.58552011],[127.09573511,37.58530437],[127.09546285,37.58512731],[127.09515224,37.58499574],[127.0948152,37.58491472],[127.0944647,37.58488736],[127.09411419,37.58491472],[127.09377716,37.58499574],[127.09346654,37.58512731],[127.09319429,37.58530437],[127.09297085,37.58552011],[127.09280483,37.58576626],[127.09270259,37.58603334],[127.09266807,37.58631109],[127.09270259,37.58658884],[127.09280483,37.58685592],[127.09297085,37.58710206],[127.09319429,37.5873178],[127.09346654,37.58749486],[127.09377716,37.58762642],[127.09411419,37.58770743],[127.0944647,37.58773479],[127.0948152,37.58770743],[127.09515224,37.58762642],[127.09546285,37.58749486],[127.09573511,37.5873178],[127.09595854,37.58710206],[127.09612457,37.58685592],[127.09622681,37.58658884],[127.09626133,37.58631109]]]}"
6506472,2019036,1126010500,11260003,서울특별시 중랑구3,서울특별시 중랑구 망우동(이마트상봉점 부근),5,5,0,2,3,0,127.0939305,37.59722222,"{""type"":""Polygon"",""coordinates"":[[[127.09572716,37.59722222],[127.09569264,37.59694451],[127.0955904,37.59667746],[127.09542438,37.59643136],[127.09520094,37.59621564],[127.09492869,37.59603861],[127.09461807,37.59590706],[127.09428104,37.59582605],[127.09393053,37.5957987],[127.09358003,37.59582605],[127.09324299,37.59590706],[127.09293238,37.59603861],[127.09266012,37.59621564],[127.09243669,37.59643136],[127.09227066,37.59667746],[127.09216842,37.59694451],[127.0921339,37.59722222],[127.09216842,37.59749993],[127.09227066,37.59776697],[127.09243669,37.59801307],[127.09266012,37.59822878],[127.09293238,37.59840581],[127.09324299,37.59853735],[127.09358003,37.59861836],[127.09393053,37.59864571],[127.09428104,37.59861836],[127.09461807,37.59853735],[127.09492869,37.59840581],[127.09520094,37.59822878],[127.09542438,37.59801307],[127.0955904,37.59776697],[127.09569264,37.59749993],[127.09572716,37.59722222]]]}"
6507837,2019036,1126010300,11260004,서울특별시 중랑구4,서울특별시 중랑구 중화동(중화역사거리 부근),5,5,0,2,2,1,127.0794186,37.60145457,"{""type"":""Polygon"",""coordinates"":[[[127.08121527,37.60145457],[127.08118074,37.60117688],[127.08107851,37.60090985],[127.08091248,37.60066376],[127.08068904,37.60044805],[127.08041679,37.60027103],[127.08010618,37.60013949],[127.07976914,37.60005849],[127.07941864,37.60003113],[127.07906813,37.60005849],[127.07873109,37.60013949],[127.07842048,37.60027103],[127.07814823,37.60044805],[127.07792479,37.60066376],[127.07775876,37.60090985],[127.07765653,37.60117688],[127.077622,37.60145457],[127.07765653,37.60173227],[127.07775876,37.60199929],[127.07792479,37.60224538],[127.07814823,37.60246108],[127.07842048,37.6026381],[127.07873109,37.60276963],[127.07906813,37.60285063],[127.07941864,37.60287798],[127.07976914,37.60285063],[127.08010618,37.60276963],[127.08041679,37.6026381],[127.08068904,37.60246108],[127.08091248,37.60224538],[127.08107851,37.60199929],[127.08118074,37.60173227],[127.08121527,37.60145457]]]}"
6506679,2019036,1126010100,11260005,서울특별시 중랑구5,서울특별시 중랑구 면목동(면목2동사거리 부근),4,4,0,4,0,0,127.0796372,37.58666248,"{""type"":""Polygon"",""coordinates"":[[[127.08143384,37.58666248],[127.08139932,37.58638473],[127.08129708,37.58611765],[127.08113105,37.5858715],[127.08090762,37.58565576],[127.08063536,37.5854787],[127.08032475,37.58534713],[127.07998772,37.58526611],[127.07963721,37.58523876],[127.0792867,37.58526611],[127.07894967,37.58534713],[127.07863906,37.5854787],[127.0783668,37.58565576],[127.07814337,37.5858715],[127.07797734,37.58611765],[127.0778751,37.58638473],[127.07784058,37.58666248],[127.0778751,37.58694023],[127.07797734,37.58720731],[127.07814337,37.58745344],[127.0783668,37.58766918],[127.07863906,37.58784624],[127.07894967,37.5879778],[127.0792867,37.58805882],[127.07963721,37.58808617],[127.07998772,37.58805882],[127.08032475,37.5879778],[127.08063536,37.58784624],[127.08090762,37.58766918],[127.08113105,37.58745344],[127.08129708,37.58720731],[127.08139932,37.58694023],[127.08143384,37.58666248]]]}"
6507838,2019036,1126010200,11260006,서울특별시 중랑구6,서울특별시 중랑구 상봉동(상봉역1번출구 부근),3,3,1,1,1,0,127.0872492,37.59683193,"{""type"":""Polygon"",""coordinates"":[[[127.08904585,37.59683193],[127.08901132,37.59655422],[127.08890908,37.59628718],[127.08874306,37.59604107],[127.08851962,37.59582535],[127.08824737,37.59564832],[127.08793676,37.59551677],[127.08759972,37.59543576],[127.08724921,37.59540841],[127.08689871,37.59543576],[127.08656167,37.59551677],[127.08625106,37.59564832],[127.08597881,37.59582535],[127.08575537,37.59604107],[127.08558934,37.59628718],[127.08548711,37.59655422],[127.08545258,37.59683193],[127.08548711,37.59710964],[127.08558934,37.59737668],[127.08575537,37.59762279],[127.08597881,37.5978385],[127.08625106,37.59801553],[127.08656167,37.59814707],[127.08689871,37.59822808],[127.08724921,37.59825543],[127.08759972,37.59822808],[127.08793676,37.59814707],[127.08824737,37.59801553],[127.08851962,37.5978385],[127.08874306,37.59762279],[127.08890908,37.59737668],[127.08901132,37.59710964],[127.08904585,37.59683193]]]}"
6506017,2019036,1126010100,11260007,서울특별시 중랑구7,서울특별시 중랑구 면목동(일신강변아파트 부근),3,3,0,2,1,0,127.0742659,37.58711193,"{""type"":""Polygon"",""coordinates"":[[[127.07606251,37.58711193],[127.07602799,37.58683418],[127.07592575,37.5865671],[127.07575973,37.58632096],[127.07553629,37.58610521],[127.07526404,37.58592816],[127.07495342,37.58579659],[127.07461639,37.58571557],[127.07426588,37.58568821],[127.07391538,37.58571557],[127.07357834,37.58579659],[127.07326773,37.58592816],[127.07299547,37.58610521],[127.07277204,37.58632096],[127.07260601,37.5865671],[127.07250378,37.58683418],[127.07246925,37.58711193],[127.07250378,37.58738968],[127.07260601,37.58765675],[127.07277204,37.58790289],[127.07299547,37.58811863],[127.07326773,37.58829568],[127.07357834,37.58842724],[127.07391538,37.58850826],[127.07426588,37.58853561],[127.07461639,37.58850826],[127.07495342,37.58842724],[127.07526404,37.58829568],[127.07553629,37.58811863],[127.07575973,37.58790289],[127.07592575,37.58765675],[127.07602799,37.58738968],[127.07606251,37.58711193]]]}"
6506327,2019036,1129013800,11290001,서울특별시 성북구1,서울특별시 성북구 장위동(KB국민은행장위동지점 부근),6,6,1,3,2,0,127.0490183,37.61349965,"{""type"":""Polygon"",""coordinates"":[[[127.0508149,37.61349965],[127.05078038,37.613222],[127.05067814,37.61295502],[127.05051211,37.61270897],[127.05028868,37.6124933],[127.05001642,37.6123163],[127.04970581,37.61218478],[127.04936878,37.61210379],[127.04901827,37.61207645],[127.04866776,37.61210379],[127.04833073,37.61218478],[127.04802012,37.6123163],[127.04774786,37.6124933],[127.04752443,37.61270897],[127.0473584,37.61295502],[127.04725616,37.613222],[127.04722164,37.61349965],[127.04725616,37.6137773],[127.0473584,37.61404428],[127.04752443,37.61429033],[127.04774786,37.614506],[127.04802012,37.61468299],[127.04833073,37.6148145],[127.04866776,37.61489549],[127.04901827,37.61492283],[127.04936878,37.61489549],[127.04970581,37.6148145],[127.05001642,37.61468299],[127.05028868,37.614506],[127.05051211,37.61429033],[127.05067814,37.61404428],[127.05078038,37.6137773],[127.0508149,37.61349965]]]}"
6508144,2019036,1129013300,11290002,서울특별시 성북구2,서울특별시 성북구 정릉동(정릉우체국 부근),5,5,0,4,1,0,127.0109629,37.60615115,"{""type"":""Polygon"",""coordinates"":[[[127.01275952,37.60615115],[127.012725,37.60587347],[127.01262276,37.60560646],[127.01245673,37.60536039],[127.0122333,37.6051447],[127.01196105,37.60496768],[127.01165043,37.60483615],[127.0113134,37.60475515],[127.01096289,37.60472781],[127.01061239,37.60475515],[127.01027535,37.60483615],[127.00996474,37.60496768],[127.00969248,37.6051447],[127.00946905,37.60536039],[127.00930302,37.60560646],[127.00920078,37.60587347],[127.00916626,37.60615115],[127.00920078,37.60642883],[127.00930302,37.60669584],[127.00946905,37.60694191],[127.00969248,37.6071576],[127.00996474,37.6073346],[127.01027535,37.60746613],[127.01061239,37.60754712],[127.01096289,37.60757447],[127.0113134,37.60754712],[127.01165043,37.60746613],[127.01196105,37.6073346],[127.0122333,37.6071576],[127.01245673,37.60694191],[127.01262276,37.60669584],[127.012725,37.60642883],[127.01275952,37.60615115]]]}"
6508145,2019036,1129013600,11290003,서울특별시 성북구3,서울특별시 성북구 하월곡동(부모섬김노인요양원 부근),4,4,0,2,2,0,127.0341589,37.61107666,"{""type"":""Polygon"",""coordinates"":[[[127.03595557,37.61107666],[127.03592105,37.610799],[127.03581881,37.61053201],[127.03565279,37.61028595],[127.03542935,37.61007027],[127.0351571,37.60989327],[127.03484648,37.60976175],[127.03450945,37.60968075],[127.03415894,37.60965341],[127.03380844,37.60968075],[127.0334714,37.60976175],[127.03316079,37.60989327],[127.03288853,37.61007027],[127.0326651,37.61028595],[127.03249907,37.61053201],[127.03239683,37.610799],[127.03236231,37.61107666],[127.03239683,37.61135432],[127.03249907,37.61162131],[127.0326651,37.61186737],[127.03288853,37.61208304],[127.03316079,37.61226003],[127.0334714,37.61239155],[127.03380844,37.61247254],[127.03415894,37.61249989],[127.03450945,37.61247254],[127.03484648,37.61239155],[127.0351571,37.61226003],[127.03542935,37.61208304],[127.03565279,37.61186737],[127.03581881,37.61162131],[127.03592105,37.61135432],[127.03595557,37.61107666]]]}"
6506434,2019036,1129013600,11290004,서울특별시 성북구4,서울특별시 성북구 하월곡동(정평빌딩 부근),3,3,0,2,1,0,127.0428477,37.60349805,"{""type"":""Polygon"",""coordinates"":[[[127.04464431,37.60349805],[127.04460979,37.60322036],[127.04450755,37.60295334],[127.04434152,37.60270725],[127.04411809,37.60249156],[127.04384583,37.60231454],[127.04353522,37.602183],[127.04319818,37.602102],[127.04284768,37.60207465],[127.04249717,37.602102],[127.04216014,37.602183],[127.04184952,37.60231454],[127.04157727,37.60249156],[127.04135383,37.60270725],[127.04118781,37.60295334],[127.04108557,37.60322036],[127.04105105,37.60349805],[127.04108557,37.60377574],[127.04118781,37.60404275],[127.04135383,37.60428883],[127.04157727,37.60450453],[127.04184952,37.60468154],[127.04216014,37.60481307],[127.04249717,37.60489407],[127.04284768,37.60492142],[127.04319818,37.60489407],[127.04353522,37.60481307],[127.04384583,37.60468154],[127.04411809,37.60450453],[127.04434152,37.60428883],[127.04450755,37.60404275],[127.04460979,37.60377574],[127.04464431,37.60349805]]]}"
6508147,2019036,1129010500,11290005,서울특별시 성북구5,서울특별시 성북구 동소문동2가(성북녹십자약국1호점 부근),2,3,2,0,1,0,127.0084053,37.58961393,"{""type"":""Polygon"",""coordinates"":[[[127.01020191,37.58961393],[127.01016738,37.58933619],[127.01006515,37.58906912],[127.00989912,37.58882299],[127.00967569,37.58860725],[127.00940343,37.5884302],[127.00909282,37.58829864],[127.00875578,37.58821762],[127.00840528,37.58819027],[127.00805477,37.58821762],[127.00771774,37.58829864],[127.00740712,37.5884302],[127.00713487,37.58860725],[127.00691143,37.58882299],[127.00674541,37.58906912],[127.00664317,37.58933619],[127.00660865,37.58961393],[127.00664317,37.58989167],[127.00674541,37.59015874],[127.00691143,37.59040487],[127.00713487,37.5906206],[127.00740712,37.59079765],[127.00771774,37.5909292],[127.00805477,37.59101022],[127.00840528,37.59103757],[127.00875578,37.59101022],[127.00909282,37.5909292],[127.00940343,37.59079765],[127.00967569,37.5906206],[127.00989912,37.59040487],[127.01006515,37.59015874],[127.01016738,37.58989167],[127.01020191,37.58961393]]]}"
6508152,2019036,1130510300,11305001,서울특별시 강북구1,서울특별시 강북구 수유동(이상인한의원 부근),5,5,1,2,2,0,127.0107245,37.64569416,"{""type"":""Polygon"",""coordinates"":[[[127.01252116,37.64569416],[127.01248664,37.64541663],[127.0123844,37.64514976],[127.01221837,37.64490381],[127.01199494,37.64468824],[127.01172268,37.64451132],[127.01141207,37.64437986],[127.01107504,37.6442989],[127.01072453,37.64427157],[127.01037403,37.6442989],[127.01003699,37.64437986],[127.00972638,37.64451132],[127.00945412,37.64468824],[127.00923069,37.64490381],[127.00906466,37.64514976],[127.00896242,37.64541663],[127.0089279,37.64569416],[127.00896242,37.64597169],[127.00906466,37.64623855],[127.00923069,37.6464845],[127.00945412,37.64670007],[127.00972638,37.64687698],[127.01003699,37.64700844],[127.01037403,37.64708939],[127.01072453,37.64711672],[127.01107504,37.64708939],[127.01141207,37.64700844],[127.01172268,37.64687698],[127.01199494,37.64670007],[127.01221837,37.6464845],[127.0123844,37.64623855],[127.01248664,37.64597169],[127.01252116,37.64569416]]]}"
6508150,2019036,1130510100,11305002,서울특별시 강북구2,서울특별시 강북구 미아동(미래본경희한의원 부근),5,8,0,4,3,1,127.0183421,37.61997634,"{""type"":""Polygon"",""coordinates"":[[[127.02013871,37.61997634],[127.02010418,37.61969871],[127.02000195,37.61943175],[127.01983592,37.61918572],[127.01961249,37.61897007],[127.01934023,37.61879309],[127.01902962,37.61866158],[127.01869258,37.6185806],[127.01834208,37.61855326],[127.01799157,37.6185806],[127.01765454,37.61866158],[127.01734392,37.61879309],[127.01707167,37.61897007],[127.01684823,37.61918572],[127.01668221,37.61943175],[127.01657997,37.61969871],[127.01654545,37.61997634],[127.01657997,37.62025397],[127.01668221,37.62052092],[127.01684823,37.62076695],[127.01707167,37.62098259],[127.01734392,37.62115957],[127.01765454,37.62129107],[127.01799157,37.62137205],[127.01834208,37.62139939],[127.01869258,37.62137205],[127.01902962,37.62129107],[127.01934023,37.62115957],[127.01961249,37.62098259],[127.01983592,37.62076695],[127.02000195,37.62052092],[127.02010418,37.62025397],[127.02013871,37.61997634]]]}"
6508151,2019036,1130510100,11305003,서울특별시 강북구3,서울특별시 강북구 미아동(GS25미아진영점 부근),5,5,0,3,2,0,127.0286863,37.62045704,"{""type"":""Polygon"",""coordinates"":[[[127.0304829,37.62045704],[127.03044838,37.62017942],[127.03034614,37.61991246],[127.03018011,37.61966643],[127.02995668,37.61945078],[127.02968442,37.6192738],[127.02937381,37.6191423],[127.02903677,37.61906131],[127.02868627,37.61903397],[127.02833576,37.61906131],[127.02799873,37.6191423],[127.02768811,37.6192738],[127.02741586,37.61945078],[127.02719243,37.61966643],[127.0270264,37.61991246],[127.02692416,37.62017942],[127.02688964,37.62045704],[127.02692416,37.62073467],[127.0270264,37.62100162],[127.02719243,37.62124765],[127.02741586,37.62146329],[127.02768811,37.62164027],[127.02799873,37.62177177],[127.02833576,37.62185275],[127.02868627,37.62188009],[127.02903677,37.62185275],[127.02937381,37.62177177],[127.02968442,37.62164027],[127.02995668,37.62146329],[127.03018011,37.62124765],[127.03034614,37.62100162],[127.03044838,37.62073467],[127.0304829,37.62045704]]]}"
6506113,2019036,1130510100,11305004,서울특별시 강북구4,서울특별시 강북구 미아동(기아오토큐미아점 부근),4,4,1,1,2,0,127.0222126,37.61134812,"{""type"":""Polygon"",""coordinates"":[[[127.02400922,37.61134812],[127.0239747,37.61107046],[127.02387246,37.61080347],[127.02370643,37.61055741],[127.023483,37.61034174],[127.02321074,37.61016474],[127.02290013,37.61003321],[127.0225631,37.60995222],[127.02221259,37.60992487],[127.02186208,37.60995222],[127.02152505,37.61003321],[127.02121444,37.61016474],[127.02094218,37.61034174],[127.02071875,37.61055741],[127.02055272,37.61080347],[127.02045048,37.61107046],[127.02041596,37.61134812],[127.02045048,37.61162578],[127.02055272,37.61189277],[127.02071875,37.61213883],[127.02094218,37.61235449],[127.02121444,37.61253149],[127.02152505,37.61266301],[127.02186208,37.612744],[127.02221259,37.61277134],[127.0225631,37.612744],[127.02290013,37.61266301],[127.02321074,37.61253149],[127.023483,37.61235449],[127.02370643,37.61213883],[127.02387246,37.61189277],[127.0239747,37.61162578],[127.02400922,37.61134812]]]}"
6508153,2019036,1130510100,11305005,서울특별시 강북구5,서울특별시 강북구 미아동(수유시장 부근),4,4,0,3,1,0,127.024259,37.63083651,"{""type"":""Polygon"",""coordinates"":[[[127.02605561,37.63083651],[127.02602109,37.63055892],[127.02591885,37.630292],[127.02575283,37.63004601],[127.02552939,37.62983039],[127.02525714,37.62965344],[127.02494652,37.62952195],[127.02460949,37.62944098],[127.02425898,37.62941364],[127.02390848,37.62944098],[127.02357144,37.62952195],[127.02326083,37.62965344],[127.02298857,37.62983039],[127.02276514,37.63004601],[127.02259911,37.630292],[127.02249687,37.63055892],[127.02246235,37.63083651],[127.02249687,37.6311141],[127.02259911,37.63138102],[127.02276514,37.63162701],[127.02298857,37.63184262],[127.02326083,37.63201957],[127.02357144,37.63215105],[127.02390848,37.63223202],[127.02425898,37.63225936],[127.02460949,37.63223202],[127.02494652,37.63215105],[127.02525714,37.63201957],[127.02552939,37.63184262],[127.02575283,37.63162701],[127.02591885,37.63138102],[127.02602109,37.6311141],[127.02605561,37.63083651]]]}"
6508154,2019036,1130510100,11305006,서울특별시 강북구6,서울특별시 강북구 미아동(삼양입구사거리 부근),4,4,0,3,1,0,127.0297198,37.61701316,"{""type"":""Polygon"",""coordinates"":[[[127.03151641,37.61701316],[127.03148189,37.61673553],[127.03137965,37.61646856],[127.03121362,37.61622251],[127.03099019,37.61600686],[127.03071793,37.61582987],[127.03040732,37.61569836],[127.03007029,37.61561737],[127.02971978,37.61559002],[127.02936928,37.61561737],[127.02903224,37.61569836],[127.02872163,37.61582987],[127.02844937,37.61600686],[127.02822594,37.61622251],[127.02805991,37.61646856],[127.02795767,37.61673553],[127.02792315,37.61701316],[127.02795767,37.6172908],[127.02805991,37.61755777],[127.02822594,37.61780381],[127.02844937,37.61801946],[127.02872163,37.61819644],[127.02903224,37.61832795],[127.02936928,37.61840893],[127.02971978,37.61843628],[127.03007029,37.61840893],[127.03040732,37.61832795],[127.03071793,37.61819644],[127.03099019,37.61801946],[127.03121362,37.61780381],[127.03137965,37.61755777],[127.03148189,37.6172908],[127.03151641,37.61701316]]]}"
6508155,2019036,1130510300,11305007,서울특별시 강북구7,서울특별시 강북구 수유동(광은빌딩 부근),4,5,0,2,2,1,127.0179301,37.62921808,"{""type"":""Polygon"",""coordinates"":[[[127.01972668,37.62921808],[127.01969216,37.62894049],[127.01958992,37.62867356],[127.0194239,37.62842756],[127.01920046,37.62821194],[127.01892821,37.62803498],[127.01861759,37.62790349],[127.01828056,37.62782252],[127.01793005,37.62779518],[127.01757955,37.62782252],[127.01724251,37.62790349],[127.0169319,37.62803498],[127.01665964,37.62821194],[127.01643621,37.62842756],[127.01627018,37.62867356],[127.01616794,37.62894049],[127.01613342,37.62921808],[127.01616794,37.62949567],[127.01627018,37.6297626],[127.01643621,37.6300086],[127.01665964,37.63022421],[127.0169319,37.63040117],[127.01724251,37.63053265],[127.01757955,37.63061362],[127.01793005,37.63064096],[127.01828056,37.63061362],[127.01861759,37.63053265],[127.01892821,37.63040117],[127.01920046,37.63022421],[127.0194239,37.6300086],[127.01958992,37.6297626],[127.01969216,37.62949567],[127.01972668,37.62921808]]]}"
6508156,2019036,1130510200,11305008,서울특별시 강북구8,서울특별시 강북구 번동(세븐일레븐 번동점 부근),3,3,1,2,0,0,127.0257058,37.63485338,"{""type"":""Polygon"",""coordinates"":[[[127.02750246,37.63485338],[127.02746793,37.63457581],[127.02736569,37.63430891],[127.02719967,37.63406292],[127.02697623,37.63384732],[127.02670398,37.63367037],[127.02639337,37.63353889],[127.02605633,37.63345792],[127.02570582,37.63343059],[127.02535532,37.63345792],[127.02501828,37.63353889],[127.02470767,37.63367037],[127.02443542,37.63384732],[127.02421198,37.63406292],[127.02404595,37.63430891],[127.02394372,37.63457581],[127.02390919,37.63485338],[127.02394372,37.63513095],[127.02404595,37.63539786],[127.02421198,37.63564384],[127.02443542,37.63585944],[127.02470767,37.63603638],[127.02501828,37.63616785],[127.02535532,37.63624882],[127.02570582,37.63627615],[127.02605633,37.63624882],[127.02639337,37.63616785],[127.02670398,37.63603638],[127.02697623,37.63585944],[127.02719967,37.63564384],[127.02736569,37.63539786],[127.02746793,37.63513095],[127.02750246,37.63485338]]]}"
6506009,2019036,1130510300,11305009,서울특별시 강북구9,서울특별시 강북구 수유동(수유역 부근),3,3,0,2,1,0,127.0257134,37.63814105,"{""type"":""Polygon"",""coordinates"":[[[127.02751001,37.63814105],[127.02747549,37.63786349],[127.02737325,37.63759659],[127.02720722,37.63735062],[127.02698379,37.63713502],[127.02671153,37.63695809],[127.02640092,37.63682661],[127.02606388,37.63674565],[127.02571338,37.63671831],[127.02536287,37.63674565],[127.02502584,37.63682661],[127.02471522,37.63695809],[127.02444297,37.63713502],[127.02421954,37.63735062],[127.02405351,37.63759659],[127.02395127,37.63786349],[127.02391675,37.63814105],[127.02395127,37.6384186],[127.02405351,37.6386855],[127.02421954,37.63893146],[127.02444297,37.63914705],[127.02471522,37.63932399],[127.02502584,37.63945546],[127.02536287,37.63953642],[127.02571338,37.63956375],[127.02606388,37.63953642],[127.02640092,37.63945546],[127.02671153,37.63932399],[127.02698379,37.63914705],[127.02720722,37.63893146],[127.02737325,37.6386855],[127.02747549,37.6384186],[127.02751001,37.63814105]]]}"
6508158,2019036,1130510300,11305010,서울특별시 강북구10,서울특별시 강북구 수유동(프레비스타 부근),2,2,1,0,1,0,127.0128474,37.62907074,"{""type"":""Polygon"",""coordinates"":[[[127.01464398,37.62907074],[127.01460946,37.62879315],[127.01450722,37.62852622],[127.0143412,37.62828022],[127.01411776,37.6280646],[127.01384551,37.62788764],[127.01353489,37.62775615],[127.01319786,37.62767518],[127.01284735,37.62764784],[127.01249685,37.62767518],[127.01215981,37.62775615],[127.0118492,37.62788764],[127.01157694,37.6280646],[127.01135351,37.62828022],[127.01118748,37.62852622],[127.01108525,37.62879315],[127.01105072,37.62907074],[127.01108525,37.62934834],[127.01118748,37.62961526],[127.01135351,37.62986126],[127.01157694,37.63007688],[127.0118492,37.63025383],[127.01215981,37.63038532],[127.01249685,37.63046629],[127.01284735,37.63049363],[127.01319786,37.63046629],[127.01353489,37.63038532],[127.01384551,37.63025383],[127.01411776,37.63007688],[127.0143412,37.62986126],[127.01450722,37.62961526],[127.01460946,37.62934834],[127.01464398,37.62907074]]]}"
6508464,2019036,1132010500,11320001,서울특별시 도봉구1,서울특별시 도봉구 쌍문동(신원프라자 부근),4,4,0,3,1,0,127.0355342,37.65851192,"{""type"":""Polygon"",""coordinates"":[[[127.03733079,37.65851192],[127.03729627,37.65823443],[127.03719403,37.65796761],[127.037028,37.65772171],[127.03680457,37.65750617],[127.03653231,37.65732928],[127.0362217,37.65719784],[127.03588466,37.6571169],[127.03553416,37.65708957],[127.03518365,37.6571169],[127.03484662,37.65719784],[127.034536,37.65732928],[127.03426375,37.65750617],[127.03404032,37.65772171],[127.03387429,37.65796761],[127.03377205,37.65823443],[127.03373753,37.65851192],[127.03377205,37.6587894],[127.03387429,37.65905622],[127.03404032,37.65930212],[127.03426375,37.65951765],[127.034536,37.65969453],[127.03484662,37.65982597],[127.03518365,37.65990691],[127.03553416,37.65993424],[127.03588466,37.65990691],[127.0362217,37.65982597],[127.03653231,37.65969453],[127.03680457,37.65951765],[127.037028,37.65930212],[127.03719403,37.65905622],[127.03729627,37.6587894],[127.03733079,37.65851192]]]}"
