시군명,구/읍면동명,사고년도,사고유형구분,다발지역FID,다발지역ID,법정동코드,위치코드,시도시군구명,사고지역위치명,발생건수,사상자수,사망자수,중상자수,경상자수,부상자수,위도,경도,사고다발지역폴리곤정보
용인시,처인구,2018,스쿨존내어린이사고다발지,6503385,2019034,4146110100,41461001,경기도 용인시 처인구1,경기도 용인시 처인구 김량장동(역북초교 부근),2,2,0,1,1,0,37.234858754429,127.191809999533,"{""type"":""Polygon"",""coordinates"":[[[127.194504945385,37.234858754429],[127.194453162756,37.2344401648777],[127.194299804847,37.2340376592963],[127.194050765116,37.233666706125],[127.19371561402,37.2333415614501],[127.193307231228,37.2330747210637],[127.192841310662,37.2328764401574],[127.192335757387,37.2327543391187],[127.191809999533,37.2327131105988],[127.191284241679,37.2327543391187],[127.190778688404,37.2328764401574],[127.190312767838,37.2330747210637],[127.189904385046,37.2333415614501],[127.18956923395,37.233666706125],[127.189320194219,37.2340376592963],[127.18916683631,37.2344401648777],[127.189115053681,37.234858754429],[127.18916683631,37.2352773416561],[127.189320194219,37.2356798406189],[127.18956923395,37.2360507838846],[127.189904385046,37.2363759168753],[127.190312767838,37.2366427455773],[127.190778688404,37.2368410165781],[127.191284241679,37.2369631109982],[127.191809999533,37.2370043371939],[127.192335757387,37.2369631109982],[127.192841310662,37.2368410165781],[127.193307231228,37.2366427455773],[127.19371561402,37.2363759168753],[127.194050765116,37.2360507838846],[127.194299804847,37.2356798406189],[127.194453162756,37.2352773416561],[127.194504945385,37.234858754429]]]}"
안산시,단원구,2017,스쿨존내어린이사고다발지,6394556,2018027,4127310200,41273002,경기도 안산시 단원구2,경기도 안산시 단원구 와동(덕인초교 부근),2,2,0,0,2,0,37.340281280358,126.823144531596,"{""type"":""Polygon"",""coordinates"":[[[126.82653114,37.34030061],[126.82651615,37.34053620],[126.82647550,37.34076986],[126.82640949,37.34099979],[126.82631864,37.34122426],[126.82620363,37.34144156],[126.82606534,37.34165002],[126.82590482,37.34184806],[126.82572328,37.34203418],[126.82552213,37.34220696],[126.82530287,37.34236509],[126.82506719,37.34250735],[126.82481687,37.34263268],[126.82455382,37.34274010],[126.82428005,37.34282882],[126.82399764,37.34289814],[126.82370873,37.34294755],[126.82341553,37.34297666],[126.82312026,37.34298526],[126.82282518,37.34297329],[126.82253253,37.34294082],[126.82224454,37.34288811],[126.82196340,37.34281556],[126.82169125,37.34272372],[126.82143016,37.34261330],[126.82118211,37.34248512],[126.82094901,37.34234018],[126.82073262,37.34217956],[126.82053458,37.34200450],[126.82035641,37.34181632],[126.82019946,37.34161646],[126.82006492,37.34140643],[126.81995382,37.34118785],[126.81986701,37.34096236],[126.81980514,37.34073169],[126.81976868,37.34049760],[126.81975792,37.34026186],[126.81977294,37.34002626],[126.81981361,37.33979261],[126.81987963,37.33956268],[126.81997050,37.33933821],[126.82008552,37.33912093],[126.82022383,37.33891247],[126.82038436,37.33871443],[126.82056590,37.33852832],[126.82076706,37.33835555],[126.82098631,37.33819743],[126.82122199,37.33805518],[126.82147229,37.33792986],[126.82173533,37.33782244],[126.82200908,37.33773373],[126.82229148,37.33766441],[126.82258037,37.33761501],[126.82287355,37.33758590],[126.82316880,37.33757730],[126.82346385,37.33758927],[126.82375649,37.33762174],[126.82404446,37.33767444],[126.82432558,37.33774699],[126.82459772,37.33783882],[126.82485880,37.33794924],[126.82510683,37.33807740],[126.82533993,37.33822234],[126.82555632,37.33838295],[126.82575436,37.33855801],[126.82593254,37.33874618],[126.82608950,37.33894603],[126.82622405,37.33915605],[126.82633516,37.33937463],[126.82642199,37.33960011],[126.82648388,37.33983077],[126.82652036,37.34006487],[126.82653114,37.34030061]]]}"
안산시,단원구,2017,스쿨존내어린이사고다발지,6393997,2018027,4127310900,41273001,경기도 안산시 단원구1,경기도 안산시 단원구 선부동(석수초교 부근),2,2,0,2,0,0,37.34431840627,126.805472099759,"{""type"":""Polygon"",""coordinates"":[[[126.80885888,37.34433824],[126.80884383,37.34457383],[126.80880312,37.34480748],[126.80873706,37.34503741],[126.80864615,37.34526186],[126.80853108,37.34547914],[126.80839273,37.34568758],[126.80823216,37.34588560],[126.80805057,37.34607169],[126.80784936,37.34624444],[126.80763006,37.34640253],[126.80739433,37.34654476],[126.80714397,37.34667004],[126.80688089,37.34677743],[126.80660708,37.34686610],[126.80632463,37.34693538],[126.80603570,37.34698475],[126.80574247,37.34701382],[126.80544719,37.34702238],[126.80515210,37.34701036],[126.80485944,37.34697784],[126.80457145,37.34692509],[126.80429031,37.34685250],[126.80401816,37.34676062],[126.80375709,37.34665016],[126.80350906,37.34652195],[126.80327598,37.34637697],[126.80305961,37.34621632],[126.80286161,37.34604122],[126.80268347,37.34585302],[126.80252656,37.34565314],[126.80239206,37.34544309],[126.80228101,37.34522449],[126.80219425,37.34499899],[126.80213243,37.34476832],[126.80209603,37.34453422],[126.80208532,37.34429847],[126.80210039,37.34406288],[126.80214112,37.34382924],[126.80220720,37.34359932],[126.80229813,37.34337487],[126.80241321,37.34315760],[126.80255157,37.34294917],[126.80271215,37.34275115],[126.80289374,37.34256507],[126.80309496,37.34239233],[126.80331426,37.34223424],[126.80354998,37.34209202],[126.80380033,37.34196674],[126.80406340,37.34185936],[126.80433719,37.34177070],[126.80461962,37.34170142],[126.80490854,37.34165206],[126.80520174,37.34162299],[126.80549700,37.34161443],[126.80579207,37.34162646],[126.80608471,37.34165896],[126.80637268,37.34171171],[126.80665381,37.34178430],[126.80692594,37.34187617],[126.80718700,37.34198663],[126.80743502,37.34211483],[126.80766809,37.34225980],[126.80788446,37.34242044],[126.80808247,37.34259553],[126.80826061,37.34278373],[126.80841753,37.34298360],[126.80855204,37.34319364],[126.80866311,37.34341223],[126.80874989,37.34363773],[126.80881173,37.34386840],[126.80884815,37.34410250],[126.80885888,37.34433824]]]}"
시흥시,정왕동,2017,스쿨존내어린이사고다발지,6394245,2018027,4139013200,41390001,경기도 시흥시1,경기도 시흥시 정왕동(보람유치원 부근),1,1,1,0,0,0,37.342912826167,126.754218608603,"{""type"":""Polygon"",""coordinates"":[[[126.75760975,37.34293416],[126.75759453,37.34317005],[126.75755361,37.34340399],[126.75748730,37.34363419],[126.75739612,37.34385890],[126.75728076,37.34407641],[126.75714209,37.34428506],[126.75698117,37.34448327],[126.75679922,37.34466953],[126.75659764,37.34484242],[126.75637794,37.34500062],[126.75614181,37.34514294],[126.75589104,37.34526828],[126.75562754,37.34537569],[126.75535332,37.34546436],[126.75507046,37.34553361],[126.75478112,37.34558292],[126.75448750,37.34561190],[126.75419183,37.34562034],[126.75389636,37.34560817],[126.75360335,37.34557549],[126.75331502,37.34552254],[126.75303356,37.34544974],[126.75276113,37.34535762],[126.75249979,37.34524690],[126.75225153,37.34511841],[126.75201825,37.34497314],[126.75180171,37.34481218],[126.75160357,37.34463678],[126.75142533,37.34444824],[126.75126835,37.34424803],[126.75113382,37.34403765],[126.75102278,37.34381872],[126.75093605,37.34359289],[126.75087431,37.34336188],[126.75083802,37.34312746],[126.75082746,37.34289140],[126.75084271,37.34265551],[126.75088365,37.34242157],[126.75094997,37.34219138],[126.75104117,37.34196667],[126.75115655,37.34174917],[126.75129523,37.34154052],[126.75145616,37.34134232],[126.75163811,37.34115607],[126.75183970,37.34098319],[126.75205939,37.34082499],[126.75229552,37.34068269],[126.75254627,37.34055735],[126.75280976,37.34044995],[126.75308397,37.34036128],[126.75336681,37.34029204],[126.75365613,37.34024274],[126.75394973,37.34021375],[126.75424538,37.34020532],[126.75454083,37.34021748],[126.75483382,37.34025016],[126.75512213,37.34030310],[126.75540357,37.34037590],[126.75567599,37.34046801],[126.75593731,37.34057873],[126.75618556,37.34070721],[126.75641884,37.34085247],[126.75663538,37.34101342],[126.75683353,37.34118882],[126.75701177,37.34137734],[126.75716876,37.34157755],[126.75730330,37.34178792],[126.75741436,37.34200685],[126.75750110,37.34223268],[126.75756286,37.34246368],[126.75759917,37.34269810],[126.75760975,37.34293416]]]}"
성남시,중원구,2017,스쿨존내어린이사고다발지,6394251,2018027,4113310400,41133001,경기도 성남시 중원구1,경기도 성남시 중원구 은행동(중부초교 부근),1,1,1,0,0,0,37.450731226965,127.165031940972,"{""type"":""Polygon"",""coordinates"":[[[127.16840912,37.45074075],[127.16839523,37.45097538],[127.16835575,37.45120815],[127.16829097,37.45143729],[127.16820138,37.45166105],[127.16808768,37.45187774],[127.16795071,37.45208571],[127.16779154,37.45228336],[127.16761135,37.45246921],[127.16741154,37.45264182],[127.16719361,37.45279990],[127.16695923,37.45294223],[127.16671018,37.45306773],[127.16644836,37.45317545],[127.16617576,37.45326457],[127.16589445,37.45333441],[127.16560658,37.45338444],[127.16531433,37.45341427],[127.16501993,37.45342368],[127.16472563,37.45341260],[127.16443365,37.45338111],[127.16414623,37.45332946],[127.16386555,37.45325802],[127.16359375,37.45316736],[127.16333290,37.45305816],[127.16308498,37.45293125],[127.16285187,37.45278759],[127.16263536,37.45262829],[127.16243709,37.45245454],[127.16225857,37.45226768],[127.16210116,37.45206913],[127.16196605,37.45186039],[127.16185428,37.45164306],[127.16176670,37.45141879],[127.16170396,37.45118929],[127.16166655,37.45095631],[127.16165476,37.45072161],[127.16166867,37.45048698],[127.16170817,37.45025422],[127.16177297,37.45002508],[127.16186257,37.44980132],[127.16197630,37.44958463],[127.16211327,37.44937668],[127.16227246,37.44917903],[127.16245265,37.44899319],[127.16265246,37.44882058],[127.16287039,37.44866252],[127.16310476,37.44852019],[127.16335380,37.44839470],[127.16361561,37.44828698],[127.16388820,37.44819787],[127.16416949,37.44812804],[127.16445734,37.44807802],[127.16474957,37.44804819],[127.16504395,37.44803877],[127.16533823,37.44804985],[127.16563018,37.44808134],[127.16591758,37.44813299],[127.16619825,37.44820442],[127.16647003,37.44829507],[127.16673087,37.44840427],[127.16697879,37.44853117],[127.16721189,37.44867482],[127.16742840,37.44883412],[127.16762667,37.44900786],[127.16780519,37.44919471],[127.16796261,37.44939325],[127.16809773,37.44960198],[127.16820952,37.44981931],[127.16829712,37.45004357],[127.16835988,37.45027307],[127.16839731,37.45050605],[127.16840912,37.45074075]]]}"
구리시,인창동,2017,스쿨존내어린이사고다발지,6394234,2018027,4131010300,41310001,경기도 구리시1,경기도 구리시 인창동(동인초교 부근),2,2,0,1,1,0,37.610915785336,127.133115238978,"{""type"":""Polygon"",""coordinates"":[[[127.13651425,37.61092630],[127.13650017,37.61116193],[127.13646032,37.61139569],[127.13639502,37.61162579],[127.13630476,37.61185049],[127.13619022,37.61206808],[127.13605228,37.61227690],[127.13589198,37.61247536],[127.13571055,37.61266195],[127.13550937,37.61283525],[127.13528996,37.61299394],[127.13505401,37.61313681],[127.13480329,37.61326278],[127.13453973,37.61337089],[127.13426532,37.61346032],[127.13398217,37.61353037],[127.13369241,37.61358053],[127.13339826,37.61361041],[127.13310195,37.61361978],[127.13280575,37.61360857],[127.13251190,37.61357686],[127.13222265,37.61352490],[127.13194019,37.61345309],[127.13166667,37.61336196],[127.13140418,37.61325222],[127.13115471,37.61312469],[127.13092016,37.61298035],[127.13070232,37.61282030],[127.13050285,37.61264576],[127.13032326,37.61245804],[127.13016491,37.61225859],[127.13002903,37.61204893],[127.12991663,37.61183063],[127.12982858,37.61160538],[127.12976554,37.61137488],[127.12972799,37.61114088],[127.12971623,37.61090517],[127.12973033,37.61066954],[127.12977019,37.61043579],[127.12983552,37.61020569],[127.12992580,37.60998099],[127.13004035,37.60976341],[127.13017830,37.60955460],[127.13033861,37.60935615],[127.13052004,37.60916957],[127.13072123,37.60899628],[127.13094063,37.60883760],[127.13117658,37.60869473],[127.13142729,37.60856876],[127.13169084,37.60846066],[127.13196523,37.60837124],[127.13224837,37.60830119],[127.13253811,37.60825104],[127.13283224,37.60822116],[127.13312852,37.60821179],[127.13342470,37.60822300],[127.13371853,37.60825471],[127.13400777,37.60830666],[127.13429021,37.60837847],[127.13456371,37.60846959],[127.13482619,37.60857933],[127.13507565,37.60870685],[127.13531019,37.60885118],[127.13552803,37.60901122],[127.13572751,37.60918576],[127.13590711,37.60937346],[127.13606546,37.60957290],[127.13620135,37.60978257],[127.13631377,37.61000085],[127.13640184,37.61022610],[127.13646490,37.61045660],[127.13650246,37.61069060],[127.13651425,37.61092630]]]}"
안산시,상록구,2017,스쿨존내어린이사고다발지,6393995,2018027,4127110400,41271001,경기도 안산시 상록구1,경기도 안산시 상록구 본오동(본원초교 부근),3,3,0,1,2,0,37.291460766502,126.86300000165,"{""type"":""Polygon"",""coordinates"":[[[126.86638445,37.29147893],[126.86636959,37.29171454],[126.86632909,37.29194821],[126.86626325,37.29217817],[126.86617258,37.29240267],[126.86605776,37.29262001],[126.86591967,37.29282852],[126.86575936,37.29302662],[126.86557804,37.29321281],[126.86537710,37.29338566],[126.86515808,37.29354386],[126.86492262,37.29368621],[126.86467253,37.29381162],[126.86440971,37.29391914],[126.86413616,37.29400795],[126.86385397,37.29407737],[126.86356527,37.29412688],[126.86327227,37.29415609],[126.86297720,37.29416479],[126.86268230,37.29415292],[126.86238982,37.29412055],[126.86210199,37.29406794],[126.86182099,37.29399549],[126.86154896,37.29390374],[126.86128798,37.29379340],[126.86104003,37.29366531],[126.86080699,37.29352044],[126.86059065,37.29335990],[126.86039265,37.29318490],[126.86021449,37.29299678],[126.86005753,37.29279697],[126.85992297,37.29258699],[126.85981183,37.29236844],[126.85972495,37.29214298],[126.85966299,37.29191233],[126.85962644,37.29167824],[126.85961556,37.29144250],[126.85963043,37.29120690],[126.85967095,37.29097323],[126.85973681,37.29074327],[126.85982750,37.29051878],[126.85994233,37.29030145],[126.86008044,37.29009294],[126.86024076,37.28989485],[126.86042208,37.28970867],[126.86062302,37.28953583],[126.86084204,37.28937763],[126.86107749,37.28923529],[126.86132757,37.28910989],[126.86159038,37.28900238],[126.86186391,37.28891358],[126.86214609,37.28884416],[126.86243477,37.28879465],[126.86272775,37.28876544],[126.86302280,37.28875674],[126.86331767,37.28876861],[126.86361013,37.28880098],[126.86389795,37.28885359],[126.86417893,37.28892603],[126.86445094,37.28901777],[126.86471191,37.28912810],[126.86495986,37.28925619],[126.86519289,37.28940105],[126.86540922,37.28956159],[126.86560723,37.28973657],[126.86578540,37.28992469],[126.86594236,37.29012449],[126.86607694,37.29033446],[126.86618810,37.29055301],[126.86627500,37.29077846],[126.86633697,37.29100911],[126.86637354,37.29124319],[126.86638445,37.29147893]]]}"
안산시,단원구,2016,스쿨존내어린이사고다발지,6229776,2017026,4127310200,41273003,경기도 안산시 단원구3,경기도 안산시 단원구 와동(와동초교 부근),2,2,0,0,2,0,37.336341400836,126.830516120624,"{""type"":""Polygon"",""coordinates"":[[[126.83390255729466,37.336360516638436],[126.8338917519222,37.336124775869877],[126.83385525607498,37.335890683278215],[126.83379334774118,37.335660022425571],[126.83370649931858,37.335434547306519],[126.8335953697845,37.335215973291646],[126.83346080704895,37.335005965424834],[126.83330383455385,37.334806121224283],[126.83312564683996,37.334617960745177],[126.8329276005921,37.334442917518842],[126.83271120349212,37.334282322268457],[126.83247810072025,37.334137397428464],[126.83223006827856,37.33400924629386],[126.83196899275482,37.333898843895895],[126.83169686010227,37.333807029731005],[126.83141574325988,37.333734504088447],[126.8311277808078,37.333681817115853],[126.8308351622848,37.333649370541139],[126.83054011696436,37.333637411301147],[126.8302448890388,37.333646030500809],[126.82995172409086,37.333675162435767],[126.8296628555497,37.333724585416753],[126.82938047985877,37.333793922529651],[126.82910674514035,37.333882647879356],[126.82884373654532,37.333990084702052],[126.82859345471678,37.334115416057116],[126.82835780334693,37.334257688359152],[126.82813857782925,37.334415818521393],[126.82793744486277,37.334588602850147],[126.82775593558411,37.334774727818889],[126.82759543197348,37.334972775395485],[126.82745715541986,37.33518123919869],[126.82734215760696,37.335398533456605],[126.82725131590446,37.335623002892788],[126.8271853196635,37.335852939771698],[126.82714467236237,37.336086595626711],[126.82712968361649,37.336322190226852],[126.82714046786367,37.336557931398481],[126.82717694313004,37.336792025834384],[126.82723883205297,37.337022689916409],[126.82732566282419,37.337248169551785],[126.82743677700283,37.337466749232838],[126.82757132714548,37.337676763743417],[126.82772829019284,37.337876615363484],[126.82790647189115,37.33806478381242],[126.82810451573847,37.338239835316728],[126.82832091412577,37.338400438901687],[126.8285540218338,37.338545371879697],[126.82880206271045,37.338673530708405],[126.82906314991166,37.338783940122809],[126.82933529712948,37.338875760413302],[126.82961643098224,37.338948291104472],[126.82990441237295,37.339000981895296],[126.83019705118761,37.339033430941853],[126.83049211753591,37.33904539123219],[126.83078736658672,37.339036771629459],[126.83108055211548,37.339007637850273],[126.83136944006756,37.338958211639927],[126.83165183340984,37.338888870010663],[126.8319255834837,37.338800138994785],[126.83218860467163,37.338692695528337],[126.83243889594793,37.338567356753771],[126.83267455333335,37.33842507648189],[126.8328937812516,37.338266938041698],[126.83309491293076,37.338094145378342],[126.83327641727323,37.337908012271598],[126.83343691244892,37.337709957000889],[126.83357517732502,37.337501486181246],[126.83369016057267,37.337284185797706],[126.83378098526481,37.337059711312953],[126.83384696256714,37.336829770615793],[126.83388758957662,37.336596112288923],[126.83390255729466,37.336360516638436]]]}"
안산시,단원구,2016,스쿨존내어린이사고다발지,6230085,2017026,4127310700,41273001,경기도 안산시 단원구1,경기도 안산시 단원구 초지동(초지초교 부근),2,5,2,2,1,0,37.311003479728,126.813468988304,"{""type"":""Polygon"",""coordinates"":[[[126.81685427659961,37.311023071371132],[126.81684352690684,37.310787328604874],[126.81680709504876,37.310553231304063],[126.81674525855024,37.31032256036967],[126.81665848923785,37.310097072570372],[126.81654744548743,37.30987848337309],[126.81641297457942,37.309668455240512],[126.81625609923286,37.309468588542252],[126.81607801324937,37.309280403504772],[126.81588007256356,37.309105331149361],[126.81566378402975,37.308944705118186],[126.81543079201076,37.308799747178419],[126.81518287166521,37.308671560877343],[126.81492190872844,37.308561121513755],[126.81464988828934,37.308469269766633],[126.81436888245668,37.308396703514418],[126.81408102781383,37.308343975904251],[126.8137885164646,37.308311488091292],[126.81349357348972,37.308299487306932],[126.81319844343169,37.308308064978583],[126.81290537112903,37.308337155717702],[126.81261658930522,37.308386538148802],[126.81233429260813,37.308455836560732],[126.81206063196007,37.308544522675234],[126.81179768854673,37.308651922704712],[126.81154746365203,37.308777219093599],[126.81131186053511,37.308919458522304],[126.81109267422153,37.309077558154428],[126.81089157110428,37.309250315429651],[126.81071008211681,37.309436414330158],[126.81054958906023,37.309634439719353],[126.81041131211441,37.309842885378217],[126.81029630636716,37.310060162995335],[126.81020544471818,37.310284620092084],[126.81013942117576,37.310514549052797],[126.810098736073,37.310748198754503],[126.81008370041684,37.310983791716815],[126.81009442900162,37.311219535778655],[126.81013084030123,37.311453634913804],[126.81019265627877,37.311684309060304],[126.81027940908234,37.311909801371321],[126.81039043635822,37.312128396216906],[126.81052489581407,37.312338430087394],[126.81068176170361,37.31253830509597],[126.81085984166532,37.31272649809361],[126.81105777993922,37.312901578718488],[126.8112740697444,37.313062213077167],[126.81150706667944,37.313207179149494],[126.81175499543626,37.313335373141015],[126.81201597002399,37.313445819519316],[126.81228800387133,37.313537677385732],[126.81256902781307,37.313610248695319],[126.81285690023613,37.313662980121251],[126.81314943297599,37.313695470418459],[126.81344439695906,37.313707471359287],[126.8137395481087,37.313698894194701],[126.81403263984143,37.313669801614715],[126.81432144218614,37.313620415971521],[126.8146037553921,37.313551113047822],[126.81487743251478,37.313462421285031],[126.81514038851681,37.313355014622886],[126.81539062286035,37.313229710825041],[126.81562623199913,37.313087463436162],[126.81584542072454,37.312929355534592],[126.81604652257036,37.312756589931844],[126.81622800664184,37.312570482898792],[126.81638849129534,37.312372448917785],[126.81652675545354,37.312163997138967],[126.8166417477926,37.311946713402563],[126.81673259133255,37.311722251248476],[126.8167985970947,37.311492318471991],[126.81683926193529,37.311258666292566],[126.81685427659961,37.311023071371132]]]}"
수원시,영통구,2016,스쿨존내어린이사고다발지,6229760,2017026,4111710700,41117001,경기도 수원시 영통구1,경기도 수원시 영통구 망포동(태장초교 부근),2,3,0,0,2,1,37.241307591373,127.054255689749,"{""type"":""Polygon"",""coordinates"":[[[127.05763799852545,37.241320275649571],[127.05762650511227,37.241084546634568],[127.05758935788616,37.240850514652529],[127.05752683979691,37.240619962803287],[127.05743942787561,37.240394644248852],[127.05732778538693,37.240176273171556],[127.05719276414496,37.239966513066463],[127.05703539107759,37.239766959567206],[127.05685686376974,37.239579130516695],[127.05665854149257,37.239404456922983],[127.05644193402188,37.239244266695508],[127.05620868813988,37.239099779189921],[127.05596058093484,37.238972094369643],[127.05569949956272,37.238862183719718],[127.05542743001924,37.238770882996633],[127.05514644476457,37.238698888579357],[127.05485868137274,37.238646746575043],[127.05456632787214,37.238614854568794],[127.05427161151688,37.238603455273356],[127.05397677399809,37.238612635535432],[127.0536840579295,37.238642325383772],[127.05339569332256,37.238692298879442],[127.05311387278714,37.238762174922968],[127.0528407402287,37.238851423519904],[127.05257837621043,37.238959363920962],[127.05232877647515,37.239085175355122],[127.05209383952811,37.239227900585398],[127.05187535532421,37.239386453074175],[127.05167498492406,37.239559625916662],[127.05149425366638,37.239746102628402],[127.05133453760648,37.239944462498613],[127.05119705214375,37.240153196768965],[127.05108284294542,37.240370717609778],[127.05099278137278,37.240595368015207],[127.05092755084442,37.24082543887544],[127.0508876490142,37.241059180701114],[127.05087337981742,37.241294812605524],[127.05088485221722,37.241530542129645],[127.0509219790038,37.241764576054045],[127.0509844778485,37.241995131219852],[127.05107187230485,37.242220454364237],[127.05118349963887,37.242438831165529],[127.05131850849702,37.242648597954627],[127.0514758723276,37.242848158894859],[127.05165439382634,37.243035995917218],[127.05185271389865,37.24321067777143],[127.05206932283569,37.243370876297043],[127.05230257381069,37.243515371886332],[127.05255068958063,37.243643064330172],[127.05281178272932,37.243752981911946],[127.05308386690326,37.243844288664555],[127.05336486919767,37.243916288025773],[127.05365265152075,37.243968433738246],[127.05394502526903,37.244000328104221],[127.05423976257302,37.244011728339231],[127.05453462110518,37.244002547568044],[127.05482735761333,37.243972855777351],[127.05511574146483,37.24392287896513],[127.05539757946521,37.243852998331626],[127.05567072717827,37.243763744010707],[127.0559331035804,37.243655796925651],[127.05618271255244,37.243529978050532],[127.05641765530861,37.243387244848378],[127.05663614171733,37.24322868409913],[127.05683651065118,37.243055502958484],[127.05701723681582,37.242869018163056],[127.05717694431084,37.242670650669268],[127.05731441799699,37.242461909467067],[127.05742861256488,37.242244382596716],[127.05751865709777,37.242019727247381],[127.05758386869486,37.24178965267896],[127.05762375027743,37.241555908493552],[127.05763799852545,37.241320275649571]]]}"
부천시,소사구,2016,스쿨존내어린이사고다발지,6229772,2017026,4119710200,41197001,경기도 부천시 소사구1,경기도 부천시 소사구 심곡본동(부천남초교 부근),2,2,0,2,0,0,37.481717125246,126.782022384427,"{""type"":""Polygon"",""coordinates"":[[[126.78541533646921,37.481737696044938],[126.78540466953905,37.481501957956873],[126.78536826149468,37.481267856949856],[126.78530638965644,37.481037176650148],[126.78521952614919,37.480811671200847],[126.78510833006284,37.480593056202387],[126.78497364981818,37.480382997011205],[126.78481650975176,37.48018309153553],[126.78463810568094,37.479994860296486],[126.784439795938,37.479819737363684],[126.78422309021248,37.479659054066659],[126.78398963603023,37.479514033508664],[126.78374121207138,37.479385779713482],[126.78347970790142,37.479275268492685],[126.7832071127339,37.479183340169982],[126.78292550302987,37.479110695903728],[126.78263702111911,37.479057886743583],[126.78234386048837,37.479025315346156],[126.78204825454026,37.479013229598891],[126.78175245172997,37.479021721568792],[126.78145870201185,37.479050726519084],[126.78116924326847,37.479100023727916],[126.78088627643037,37.479169237237556],[126.7806119541146,37.479257842093283],[126.7803483659474,37.47936516244939],[126.78009751697924,37.47949038225152],[126.77986131521543,37.479632548763142],[126.7796415602414,37.479790579703909],[126.77943992278202,37.479963272135002],[126.77925793781284,37.480149313229958],[126.77909699093641,37.480347285595769],[126.77895830691455,37.480555683424036],[126.77884294053058,37.480772921445187],[126.77875177196499,37.480997344812202],[126.77868549305309,37.481227246139724],[126.77864460942678,37.481460877232514],[126.77862943250294,37.481696458048539],[126.77864007815299,37.481932196519416],[126.77867646545872,37.48216629935861],[126.77873831773006,37.482396982884239],[126.77882516343661,37.482622492855093],[126.77893634402929,37.482841113533496],[126.77907101155817,37.48305117939033],[126.77922814207304,37.483251092314852],[126.77940654004665,37.48343933155963],[126.77960484733215,37.483614462811786],[126.77982155431454,37.483775154488988],[126.78005501342984,37.483920183233408],[126.78030344584795,37.484048444772476],[126.78056496174648,37.484158963059343],[126.78083757155545,37.484250897555619],[126.78111919836893,37.484323546915334],[126.78140769933722,37.48437635993406],[126.78170088039469,37.484408933837997],[126.78199650751789,37.484421020663497],[126.7822923316083,37.48441252831082],[126.7825861020651,37.484383521528336],[126.78287558037532,37.484334221093619],[126.78315856501411,37.48426500306239],[126.78343290282356,37.484176392526734],[126.78369650370654,37.484069065504976],[126.78394736222626,37.483943838253992],[126.78418357008728,37.483801663736628],[126.78440332751875,37.483643624476528],[126.78460496372129,37.48347092366523],[126.78478694375738,37.483284874383862],[126.78494788217455,37.483086894274159],[126.78508655446784,37.482878489379821],[126.78520190621036,37.482661245185092],[126.78529305766652,37.482436816724658],[126.78535931752087,37.482206911538519],[126.78540018072047,37.481973277939218],[126.78541533646921,37.481737696044938]]]}"
