"Objt_id","Fclty_ty","Fclty_cd","Fclty_id","Fclty_nm","Adres","Rn_adres","Telno","X","Y","Ctprvn_cd","Sgg_cd","Emd_cd"
2176193.00000000000,"방범등",5080200000000.00000000000,1085446,"","","","",126.18002002100,33.34809560600,"제주특별자치도","제주시","한경면"
2176194.00000000000,"방범등",5080200000000.00000000000,1085447,"","","","",126.18004765500,33.30215764330,"제주특별자치도","제주시","한경면"
2176195.00000000000,"방범등",5080200000000.00000000000,1085448,"","","","",126.18008513800,33.30098608570,"제주특별자치도","제주시","한경면"
2176196.00000000000,"방범등",5080200000000.00000000000,1085449,"","","","",126.18010200200,33.30107707780,"제주특별자치도","제주시","한경면"
2176197.00000000000,"방범등",5080200000000.00000000000,1085450,"","","","",126.18016733500,33.30450240210,"제주특별자치도","제주시","한경면"
2176198.00000000000,"방범등",5080200000000.00000000000,1085451,"","","","",126.18018317400,33.30095057830,"제주특별자치도","제주시","한경면"
2176199.00000000000,"방범등",5080200000000.00000000000,1085452,"","","","",126.18020562700,33.30108677750,"제주특별자치도","제주시","한경면"
2176200.00000000000,"방범등",5080200000000.00000000000,1085453,"","","","",126.18021716400,33.30078319550,"제주특별자치도","제주시","한경면"
2176201.00000000000,"방범등",5080200000000.00000000000,1085454,"","","","",126.18025338500,33.30095131190,"제주특별자치도","제주시","한경면"
2176202.00000000000,"방범등",5080200000000.00000000000,1085455,"","","","",126.18028109200,33.30201799290,"제주특별자치도","제주시","한경면"
2176203.00000000000,"방범등",5080200000000.00000000000,1085456,"","","","",126.18033401400,33.34874997940,"제주특별자치도","제주시","한경면"
2176204.00000000000,"방범등",5080200000000.00000000000,1085457,"","","","",126.18039029500,33.30092651940,"제주특별자치도","제주시","한경면"
2176205.00000000000,"방범등",5080200000000.00000000000,1085458,"","","","",126.18044703300,33.30262027220,"제주특별자치도","제주시","한경면"
2176206.00000000000,"방범등",5080200000000.00000000000,1085459,"","","","",126.18049391000,33.30116693760,"제주특별자치도","제주시","한경면"
2176207.00000000000,"방범등",5080200000000.00000000000,1085460,"","","","",126.18050560000,33.30186872670,"제주특별자치도","제주시","한경면"
2176208.00000000000,"방범등",5080200000000.00000000000,1085461,"","","","",126.18052148500,33.30251221080,"제주특별자치도","제주시","한경면"
2176209.00000000000,"방범등",5080200000000.00000000000,1085462,"","","","",126.18053058400,33.30091933040,"제주특별자치도","제주시","한경면"
2176210.00000000000,"방범등",5080200000000.00000000000,1085463,"","","","",126.18057050500,33.29970433160,"제주특별자치도","제주시","한경면"
2176211.00000000000,"방범등",5080200000000.00000000000,1085464,"","","","",126.18057302600,33.34907216170,"제주특별자치도","제주시","한경면"
2176212.00000000000,"방범등",5080200000000.00000000000,1085465,"","","","",126.18078833500,33.29951057230,"제주특별자치도","제주시","한경면"
2176213.00000000000,"방범등",5080200000000.00000000000,1085466,"","","","",126.18082446100,33.33363543240,"제주특별자치도","제주시","한경면"
2176214.00000000000,"방범등",5080200000000.00000000000,1085467,"","","","",126.18082610700,33.30015600410,"제주특별자치도","제주시","한경면"
2176215.00000000000,"방범등",5080200000000.00000000000,1085468,"","","","",126.18085078000,33.33372684670,"제주특별자치도","제주시","한경면"
2176216.00000000000,"방범등",5080200000000.00000000000,1085469,"","","","",126.18095251900,33.34811321050,"제주특별자치도","제주시","한경면"
2176217.00000000000,"방범등",5080200000000.00000000000,1085470,"","","","",126.18095780400,33.35727609600,"제주특별자치도","제주시","한경면"
2176218.00000000000,"방범등",5080200000000.00000000000,1085471,"","","","",126.18099720500,33.33360898220,"제주특별자치도","제주시","한경면"
2176219.00000000000,"방범등",5080200000000.00000000000,1085472,"","","","",126.18101581000,33.33369827260,"제주특별자치도","제주시","한경면"
2176220.00000000000,"방범등",5080200000000.00000000000,1085473,"","","","",126.18121318900,33.30003819180,"제주특별자치도","제주시","한경면"
2176221.00000000000,"방범등",5080200000000.00000000000,1085474,"","","","",126.18145445100,33.35732535180,"제주특별자치도","제주시","한경면"
2176222.00000000000,"방범등",5080200000000.00000000000,1085475,"","","","",126.18175699400,33.35670497960,"제주특별자치도","제주시","한경면"
2176223.00000000000,"방범등",5080200000000.00000000000,1085476,"","","","",126.18194449900,33.34602066780,"제주특별자치도","제주시","한경면"
2176224.00000000000,"방범등",5080200000000.00000000000,1085477,"","","","",126.18196638600,33.34617281950,"제주특별자치도","제주시","한경면"
2176225.00000000000,"방범등",5080200000000.00000000000,1085478,"","","","",126.18196647400,33.30584519590,"제주특별자치도","제주시","한경면"
2176226.00000000000,"방범등",5080200000000.00000000000,1085479,"","","","",126.18218776600,33.34599089480,"제주특별자치도","제주시","한경면"
2176227.00000000000,"방범등",5080200000000.00000000000,1085480,"","","","",126.18219031900,33.30085570210,"제주특별자치도","제주시","한경면"
2176228.00000000000,"방범등",5080200000000.00000000000,1085481,"","","","",126.18220708700,33.34614194790,"제주특별자치도","제주시","한경면"
