No.,시설명,설치장소,주소,X,Y
269,신례초등학교 놀이시설,학교,제주특별자치도 서귀포시 남원읍 중산간동로 7116,126.6321724,33.28420944
270,동광초등학교 놀이시설,학교,제주특별자치시 제주시 태성로 6,126.5474805,33.5014839
271,신창초등학교 놀이시설,학교,제주특별자치도 제주시 한경면 두신로 72,126.1842937,33.3489736
272,동화초등학교 놀이시설,학교,제주특별자치도 제주시 동화로1길 44 ,126.5758382,33.51884118
273,제주남초등학교 놀이시설,학교,제주특별자치도 제주시 남성로 149,126.5211228,33.50973286
274,서귀포온성학교 놀이시설,학교,제주특별자치도 서귀포시 516로 447-10,126.5932251,33.29135422
275,도리초등학교 놀이시설,학교,제주특별자치도 제주시 도리로 129,126.4648519,33.50170263
276,금악초등학교 놀이시설,학교,제주특별자치도 제주시 한림읍 금악남2길 1,126.2956986,33.35636579
277,애월초등학교 놀이시설,학교,제주특별자치도 제주시 애월읍 애월로 139-10,126.321665,33.46524181
278,한천초등학교 놀이시설,학교,제주특별자치도 제주시 남성로11길 22,126.5131732,33.50712318
279,삼양초등학교 놀이시설,학교,제주특별자치도 제주시 지석14길 7 ,126.5862827,33.52031928
280,에덴빌리지 실외놀이시설,주택단지,제주 제주시 조천읍 함덕리1752-1,126.6651311,33.53078332
281,제주 삼화 부영8차아파트 어린이놀이시설,주택단지,제주특별자치도 제주시 도련3길 47,126.5861438,33.51112266
282,라모인빌리지 어린이놀이시설2,주택단지,제주 서귀포시 안덕면 서광리1395번지,126.2989796,33.29037878
283,라모인빌리지어린이놀이시설1,주택단지,제주 서귀포시 안덕면 서광리1395번지,126.2989796,33.29037878
284,한림코아루아파트 어린이놀이시설,주택단지,제주 제주시 한림읍 동명리1581-1,126.2647535,33.40769309
285,해동그린앤골드 연립 어린이놀이시설,주택단지,제주 서귀포시 대정읍 구억리1115,126.2855129,33.29223121
286,강정동 군관사 어린이놀이시설,주택단지,제주 서귀포시 강정동4699-1,126.4786868,33.23188624
287,서귀포 혁신 부영아파트 놀이시설(107동),주택단지,제주 서귀포시 서호동1534번지,126.5225665,33.25141215
288,서귀포 혁신 부영아파트 놀이시설(104동),주택단지,제주 서귀포시 서호동1534번지 ,126.5225665,33.25141215
289,메르디안 어린이놀이시설,주택단지,제주특별자치도 서귀포시 1100로 34-4,,
290,뜨레모아 9차 아파트 어린이놀이터,주택단지,제주 제주시 연동제주시 연동 258번지,126.4868205,33.48285384
291,중문 푸른마을아파트 101동옆 놀이시설,주택단지,제주특별자치도 서귀포시 천제연로 239,126.4312716,33.25265799
292,중문푸른마을아파트 112동옆 놀이시설,주택단지,제주특별자치도 서귀포시 천제연로 239,126.4312716,33.25265799
293,남원LH아파트 어린이놀이시설3(보육시설),주택단지,제주 서귀포시 남원읍 남원리40-1,126.721916,33.28093736
294,남원 LH 아파트 어린이놀이시설1(관리사무소),주택단지,제주 서귀포시 남원읍 남원리40-1,126.721916,33.28093736
295,남원 LH 아파트 어린이 놀이시설2(106동),주택단지,제주 서귀포시 남원읍 남원리40-1,126.721916,33.28093736
296,삼화부영7차아파트내 704동옆 놀이시설,주택단지,제주특별자치도 제주시 화삼북로 90 ,126.5843351,33.51347871
297,제이원파크 어린이놀이시설,주택단지,제주 서귀포시 동홍동405-1,126.5712337,33.2508242
298,제주삼화 LH 3단지 보육시설앞 놀이시설,주택단지,제주특별자치도 제주시 화삼로 110 ,126.5874434,33.51620294
299,제주삼화 LH 3단지 311동앞 놀이시설,주택단지,제주특별자치도 제주시 화삼로 110 ,126.5874434,33.51620294
300,제주삼화 LH 3단지 306동옆 놀이시설,주택단지,제주특별자치도 제주시 화삼로 110 ,126.5874434,33.51620294
301,제주삼화 LH 3단지 302동옆 놀이시설,주택단지,제주특별자치도 제주시 화삼로 110 ,126.5874434,33.51620294
302,KIS빌리지 놀이시설,주택단지,제주특별자치도 서귀포시 대정읍 추사로38번길 214,126.2782563,33.2687656
303,상록아파트 어린이놀이터2,주택단지,제주특별자치도 서귀포시 신서로52번길 35,126.5055455,33.25554678
304,상록아파트 어린이놀이터1,주택단지,제주특별자치도 서귀포시 신서로52번길 35,126.5055455,33.25554678
305,서귀포혁신도시 LH 2단지 유아놀이터,주택단지,제주특별자치도 서귀포시 서호남로 92-16,126.5209075,33.24869186
306,서귀포혁신도시 LH 2단지 어린이놀이터2,주택단지,제주특별자치도 서귀포시 서호남로 92-16,126.5209075,33.24869186
307,서귀포혁신도시 LH 2단지 어린이놀이터1,주택단지,제주특별자치도 서귀포시 서호남로 92-16,126.5209075,33.24869186
308,브리타니다세대주택 놀이시설,주택단지,제주특별자치도 서귀포시 대정읍 중산간서로 2279,126.2854745,33.2798791
309,헤르지아아파트 놀이시설,주택단지,제주특별자치도 제주시 사평4길 24-18,126.5113672,33.48960731
310,삼정 G-edu 112동 놀이시설,주택단지,제주특별자치도 서귀포시 대정읍 에듀시티로 86,126.2818445,33.28793641
311,삼정 G-edu 104동 놀이시설,주택단지,제주특별자치도 서귀포시 대정읍 에듀시티로 86,126.2818445,33.28793641
312,삼정 G-edu 140동 놀이시설,주택단지,제주특별자치도 서귀포시 대정읍 에듀시티로 86,126.2818445,33.28793641
313,삼정 G-edu 108동 놀이시설,주택단지,제주특별자치도 서귀포시 대정읍 에듀시티로 86,126.2818445,33.28793641
314,삼화부영6차 602동 뒤 어린이놀이터,주택단지,제주특별자치도 제주시 화삼로 107,126.5839157,33.51339615
315,삼화부영6차 603동 뒤 어린이놀이터,주택단지,제주특별자치도 제주시 화삼로 107,126.5839157,33.51339615
316,대한항공사원주택 놀이터,주택단지,제주특별자치도 제주시 은남길 20 ,126.4951723,33.4879372
317,라온프라이빗에듀아파트109동앞어린이놀이터,주택단지,제주특별자치도 서귀포시 대정읍 에듀시티로 74,126.2814769,33.28824984
318,라온프라이빗에듀아파트102동옆어린이놀이터,주택단지,제주특별자치도 서귀포시 대정읍 에듀시티로 74,126.2814769,33.28824984
319,온주빌리지 놀이시설,주택단지,제주특별자치도 서귀포시 하논로 29-16,126.5506473,33.25176988
320,동홍대림아파트 놀이터 1,주택단지,제주특별자치도 서귀포시 동홍중앙로 61,126.5712835,33.25599065
321,동홍주공5차아파트 520동앞 놀이시설,주택단지,제주특별자치도 서귀포시 중산간동로 8002,126.5611155,33.26557523
322,동홍주공5차아파트 관리사무소앞 놀이시설,주택단지,제주특별자치도 서귀포시 중산간동로 8002,126.5611155,33.26557523
323,형남4차아파트 놀이시설,주택단지,제주특별자치도 서귀포시 홍중로 59 ,126.5559286,33.25773966
324,노형2차아이파크아파트 201동앞놀이터,주택단지,제주특별자치도 제주시 노형12길 24 ,126.4795786,33.48301281
325,삼화2단지아파트 207동앞 유아놀이시설,주택단지,제주특별자치도 제주시 화삼로 32 ,126.5771374,33.51509507
326,삼화2단지아파트 207동앞 놀이시설,주택단지,제주특별자치도 제주시 화삼로 32 ,126.5771374,33.51509507
327,다담빌리지 1차 놀이시설,주택단지,제주특별자치도 제주시 월광로 26,126.4645973,33.483715
328,방선문2차빌리지 어린이놀이터,주택단지,제주특별자치도 제주시 아봉로 69,126.5511704,33.47893974
329,중문푸른마을아파트 109동옆 놀이시설,주택단지,제주특별자치도 서귀포시 천제연로 239,126.4312716,33.25265799
330,방선문빌리지 4차 놀이터,주택단지,제주특별자치도 제주시 복지로 72,126.5253367,33.48712847
331,아덴힐리조트 어린이놀이터2,주택단지,제주특별자치도 제주시 화전길 82,126.3692191,33.34414942
332,아덴힐리조트 어린이놀이터1,주택단지,제주특별자치도 제주시 화전길 82,126.3692191,33.34414942
333,이도주공2단지 309동앞 놀이시설,주택단지,제주특별자치도 제주시 구남로 43,126.5328725,33.49038495
334,이도주공2단지 304동옆 놀이시설,주택단지,제주특별자치도 제주시 구남로 43,126.5328725,33.49038495
335,삼화1차부영아파트 어린이놀이터,주택단지,제주특별자치도 제주시 화삼북로 136,126.5881422,33.51636757
336,이든빌 놀이시설,주택단지,제주특별자치도 제주시 연오로 111,126.5017312,33.48313141
337,오라뜨래별아파트 놀이시설,주택단지,제주특별자치도 제주시 연사3길 14,126.5118401,33.487797
338,제주혁신도시 LH아파트 1단지 유아놀이터,주택단지,제주특별자치도 서귀포시 서호남로 92-15,126.5236821,33.24952305
339,제주혁신도시LH아파트 1단지 2호놀이터,주택단지,제주특별자치도 서귀포시 서호남로 92-15,126.5236821,33.24952305
340,제주혁신도시 LH아파트 1단지 1호놀이터,주택단지,제주특별자치도 서귀포시 서호남로 92-15,126.5236821,33.24952305
341,제주삼화부영5차아파트 2놀이터,주택단지,제주특별자치도 제주시 화삼로 166,126.580113,33.51851324
342,제주삼화부영5차아파트 1놀이터,주택단지,제주특별자치도 제주시 화삼로 166,126.580113,33.51851324
343,일호지오빌아파트 놀이터,주택단지,제주특별자치도 서귀포시 홍중동로 19,126.5582302,33.25674711
344,일호지오빌2-2차아파트 어린이 놀이터,주택단지,제주특별자치도 서귀포시 중앙로 189,126.5577059,33.26068531
345,인터불고코아루 어린이놀이터,주택단지,제주특별자치도 서귀포시 일주동로 8565,126.5736225,33.25387994
346,부영아파트(306동),주택단지,제주특별자치도 제주시 화삼로 167,126.5796364,33.51692483
347,부영아파트(309동옆),주택단지,제주특별자치도 제주시 화삼로 167,126.5796364,33.51692483
348,제주아라지구 아이파크아파트108동앞놀이터,주택단지,제주특별자치도 제주시 인다1길 20,126.5510049,33.47560327
349,제주아라지구 아이파크아파트 103동앞놀이터,주택단지,제주특별자치도 제주시 인다1길 20,126.5510049,33.47560327
350,동홍주공5차아파트 528동앞 놀이시설,주택단지,제주특별자치도 서귀포시 중산간동로 8002,126.5611155,33.26557523
351,삼화2차 부영아파트 202동 앞,주택단지,제주특별자치도 제주시 화삼로 12,126.5763957,33.51490318
352,삼화2차 부영아파트 208동 앞,주택단지,제주특별자치도 제주시 화삼로 12,126.5763957,33.51490318
353,연동 대림2차아파트 놀이터,주택단지,제주특별자치도 제주시 연화로 25,126.488562,33.47946211
354,KCC제주아라아파트 105동 앞 거북이두마리 놀이터,주택단지,제주특별자치도 제주시 아란9길 22,126.5434461,33.4727445
355,KCC제주아라아파트 105동 앞 스위스놀이터,주택단지,제주특별자치도 제주시 아란9길 22,126.5434461,33.4727445
356,캐논스빌리지2차 연립주택 놀이터,주택단지,제주특별자치도 서귀포시 대정읍 글로벌에듀로145번길 33,126.2918204,33.29682953
357,라온 프라이빗타운 놀이마당 어린이놀이터,주택단지,제주특별자치도 제주시 한림읍 금능남로 127,126.2440881,33.3760312
358,용두암1차현대아파트 남쪽놀이터,주택단지,제주특별자치도 제주시 용담로5길 25 ,126.5078198,33.51547758
359,형남3차아파트,주택단지,제주특별자치도 서귀포시 홍중로 115,126.5553666,33.26274162
360,제주으뜸마을2단지 2어린이놀이터,주택단지,제주특별자치도 제주시 진군1길 3,126.4816198,33.47813483
361,중흥S클래스아파트 뒷 놀이터,주택단지,제주특별자치도 제주시 한라대학로 107,126.4818421,33.47693666
362,제주서귀포주공6아파트(608동 앞) 유아놀이터,주택단지,제주특별자치도 서귀포시 중앙로 198-11,126.5607851,33.26299542
363,해군아파트 어린이놀이터,주택단지,제주특별자치도 제주시 삼동길 33,126.494266,33.47916108
364,캐논스빌리지1차 연립주택 놀이시설,주택단지,제주특별자치도 서귀포시 대정읍 글로벌에듀로145번길 46 ,126.2896629,33.29544674
365,일호지오빌 2-1차,주택단지,제주특별자치도 서귀포시 중앙로195번길 7,126.5575096,33.26129771
366,방선문빌리지 어린이 놀이터,주택단지,제주특별자치도 제주시 아연로 534-16,126.5366429,33.47552303
367,휴먼시아아파트 204동 앞 어린이놀이터2,주택단지,제주특별자치도 제주시 애월읍 하귀9길 71,126.4155236,33.4806071
368,휴먼시아아파트203동 앞 어린이놀이터1,주택단지,제주특별자치도 제주시 애월읍 하귀9길 71,126.4155236,33.4806071
369,제주삼화아파트 유아놀이터,주택단지,제주특별자치도 제주시 화삼북로2길 12 ,126.5742793,33.51628432
370,제주삼화아파트 어린이놀이터4,주택단지,제주특별자치도 제주시 화삼북로2길 12 ,126.5742793,33.51628432
371,제주삼화아파트 어린이놀이터3,주택단지,제주특별자치도 제주시 화삼북로2길 12 ,126.5742793,33.51628432
372,제주삼화아파트 어린이놀이터2,주택단지,제주특별자치도 제주시 화삼북로2길 12 ,126.5742793,33.51628432
373,제주삼화아파트 어린이놀이터1,주택단지,제주특별자치도 제주시 화삼북로2길 12 ,126.5742793,33.51628432
374,제일빌리지 관리사무소 옆 놀이터,주택단지,제주특별자치도 제주시 애월읍 중산간서로 6703-11,126.4450663,33.46233327
375,제주화북3 공공임대아파트 어린이놀이터(302동 앞),주택단지,제주특별자치도 제주시 동화로1길 35,126.5775559,33.51975769
376,남제주화력발전소화순사택 부지 내 놀이터,주택단지,제주특별자치도 서귀포시 안덕면 화순서서로 15,126.3290292,33.25248865
377,건입현대아파트 1놀이터,주택단지,제주특별자치도 제주시 만덕로3길 26,126.5346456,33.51678999
378,서귀 동홍3 영구임대아파트 어린이놀이터(305동과 308동사이),주택단지,제주특별자치도 서귀포시 태평로512번길 13,126.5739216,33.24976958
379,제주화북3 공공임대아파트 어린이놀이터(304동 앞),주택단지,제주특별자치도 제주시 동화로1길 35,126.5775559,33.51975769
380,제주아라영구임대아파트 어린이놀이터(101동),주택단지,제주특별자치도 제주시 인다12길 2 ,126.5463926,33.47297176
381,제주아라영구임대아파트 어린이놀이터(109동),주택단지,제주특별자치도 제주시 인다12길 2 ,126.5463926,33.47297176
382,성환아파트 놀이터,주택단지,제주특별자치도 제주시 태성로 23,126.549698,33.50137482
383,노형수선화아파트 놀이터,주택단지,제주특별자치도 제주시 수덕로 25,126.4744853,33.48724667
384,화북주공4단지아파트(419동) 3놀이터,주택단지,제주특별자치도 제주시 동화로1길 10,126.5743663,33.51828613
385,"대림아파트 203동 놀이터(조합1,그네1,흔들3,바닥재만 검사)",주택단지,제주특별자치도 제주시 태성로 39,126.5505106,33.50031392
386,외도2차부영아파트 209동 놀이터,주택단지,제주특별자치도 제주시 우평로 318,126.4330215,33.48493523
387,외도2차부영아파트 208동 놀이터,주택단지,제주특별자치도 제주시 우평로 318,126.4330215,33.48493523
388,외도2차부영아파트 203동 놀이터,주택단지,제주특별자치도 제주시 우평로 318,126.4330215,33.48493523
389,신천지2차아파트 201동 뒤 놀이터,주택단지,제주특별자치도 제주시 천수로 92 ,126.546034,33.50642826
390,제주부영1차아파트 놀이시설,주택단지,제주특별자치도 제주시 원노형로 93,126.4854281,33.47999002
391,대신빌라 놀이터,주택단지,제주특별자치도 제주시 남녕로 28-5,126.4817048,33.49088357
392,한일베라체아파트 어린이놀이터3(108동 앞),주택단지,제주특별자치도 제주시 신설로 55,126.5471814,33.49285464
393,한일베라체아파트 어린이놀이터2(103동 108동사이),주택단지,제주특별자치도 제주시 신설로 55,126.5471814,33.49285464
394,한일베라체아파트 어린이놀이터1(102동 109동사이),주택단지,제주특별자치도 제주시 신설로 55,126.5471814,33.49285464
395,노형부영3차아파트 놀이터,주택단지,제주특별자치도 제주시 과원로 27 ,126.486479,33.47693804
396,고성아파트 101동 옆 놀이터,주택단지,제주특별자치도 제주시 애월읍 고성서3길 15-5,126.4107925,33.46594294
397,고성아파트 104동 옆 놀이터,주택단지,제주특별자치도 제주시 애월읍 고성서3길 15-5,126.4107925,33.46594294
398,고성아파트 109동 옆 놀이터,주택단지,제주특별자치도 제주시 애월읍 고성서3길 15-5,126.4107925,33.46594294
399,장원하이빌아파트 놀이터,주택단지,제주특별자치도 제주시 용문로14길 14,126.5102314,33.50586733
400,하귀휴먼시아1단지 104동 앞 어린이놀이터,주택단지,제주특별자치도 제주시 애월읍 하귀9길 45,126.4165754,33.48257752
401,제주화북3 공공임대아파트 유아놀이터(경로당 옆),주택단지,제주특별자치도 제주시 동화로1길 35,126.5775559,33.51975769
402,동남서호연립 놀이터,주택단지,제주특별자치도 서귀포시 신서귀로 3,126.509129,33.24996202
403,노형아이파크 놀이터,주택단지,"제주특별자치도 제주시 원노형로 90, 102동 1203호",126.4842961,33.48037297
404,나산빌라 놀이터,주택단지,제주특별자치도 서귀포시 중앙로150번길 33 ,126.5615605,33.26032939
405,세기1차아파트 놀이터,주택단지,제주특별자치도 서귀포시 태평로 551,126.5754508,33.25304773
406,한화아파트 놀이터,주택단지,제주특별자치도 제주시 원노형로 102,126.4839244,33.47955097
407,하귀휴먼시아1단지 보육시설 뒤 유아놀이터,주택단지,제주특별자치도 제주시 애월읍 하귀9길 45,126.4165754,33.48257752
408,하귀휴먼시아1단지 103동 앞 어린이놀이터,주택단지,제주특별자치도 제주시 애월읍 하귀9길 45,126.4165754,33.48257752
409,하귀휴먼시아1단지 107동 앞 어린이놀이터,주택단지,제주특별자치도 제주시 애월읍 하귀9길 45,126.4165754,33.48257752
410,제주서귀포주공6아파트(608동 앞),주택단지,제주 서귀포시 동홍동 1575번지,126.5594575,33.26235055
411,대정주공아파트 108동 좌면 어린이놀이터,주택단지,제주특별자치도 서귀포시 대정읍 하모중앙로 6,126.2516258,33.2276839
412,대정주공아파트 104동 전면 어린이놀이터,주택단지,제주특별자치도 서귀포시 대정읍 하모중앙로 6,126.2516258,33.2276839
413,용연N타운 내 놀이터,주택단지,제주특별자치도 제주시 흥운길 57,126.5130595,33.51392966
414,이도주공1 아파트 뒤 놀이터,주택단지,"제주특별자치도 제주시 구남로7길 36, 주공아파트",126.5337333,33.49238071
415,제주한림아파트(102동 뒷편),주택단지,제주특별자치도 제주시 한림읍 대림4길 20,126.2662028,33.41938616
416,풍림빌라,주택단지,제주특별자치도 서귀포시 대포복개로 95 ,126.4343253,33.24673937
417,중문푸른마을아파트 104동옆 놀이시설,주택단지,제주특별자치도 서귀포시 천제연로 239,126.4312716,33.25265799
418,남원반석아파트어린이놀이터,주택단지,제주특별자치도 서귀포시 남원읍 남위남성로 10-8 ,126.7077164,33.28346506
419,남원에덴아파트 놀이터,주택단지,제주특별자치도 서귀포시 남원광지로 5,126.7123277,33.27840881
420,덕산캐슬아파트,주택단지,제주특별자치도 서귀포시 태평로 529-6,126.5735649,33.25249125
421,서진아파트,주택단지,제주특별자치도 서귀포시 지세못로 29,126.4627399,33.25529611
422,중문미듬하나로아파트,주택단지,제주특별자치도 서귀포시 천제연로232번길 18-5 ,126.4298232,33.24932437
423,성산그린하이츠빌라 놀이시설,주택단지,제주특별자치도 서귀포시 신서귀로97번길 84,126.5050136,33.25093739
424,대림한숲빌라,주택단지,제주특별자치도 서귀포시 신서귀로97번길 87,126.50676,33.25141321
425,삼주아파트 놀이시설,주택단지,제주특별자치도 서귀포시 김정문화로 66,126.5115099,33.25018784
426,서호 민우연립주택,주택단지,제주특별자치도 서귀포시 신서귀로 9 ,126.509129,33.24996202
427,현대1차연립 놀이시설,주택단지,제주특별자치도 서귀포시 신서귀로 10 ,126.5112678,33.24935739
428,세림아파트,주택단지,제주특별자치도 서귀포시 홍중로 75,126.5555351,33.2591628
429,태봉아파트,주택단지,제주특별자치도 서귀포시 홍중로 92,126.5559581,33.26038151
430,신라호텔사원아파트 어린이놀이터,주택단지,제주특별자치도 서귀포시 홍중로 81,126.5554043,33.25955003
431,동홍반석아르미아파트,주택단지,제주특별자치도 서귀포시 동홍로162번길 30,126.5703995,33.26332677
432,동홍대림아파트 놀이터 2,주택단지,제주특별자치도 서귀포시 동홍중앙로 61 ,126.5712835,33.25599065
433,주공4차아파트,주택단지,제주특별자치도 서귀포시 태평로512번길 10 ,126.5726477,33.24913405
434,주공1차아파트,주택단지,제주특별자치도 서귀포시 동홍중앙로 10,126.5726218,33.25224455
435,동홍주공2차아파트,주택단지,제주특별자치도 서귀포시 동홍중앙로 30,126.5725389,33.25383112
436,화북주공2단지아파트 놀이터(212동 앞),주택단지,제주특별자치도 제주시 동화로1길 39 ,126.5775559,33.51975769
437,화북주공2단지아파트 놀이터(206동 앞),주택단지,제주특별자치도 제주시 동화로1길 39 ,126.5775559,33.51975769
438,화북주공2단지아파트 놀이터(201동 앞),주택단지,제주특별자치도 제주시 동화로1길 39 ,126.5775559,33.51975769
439,화북주공2단지아파트 놀이터(관리실 앞),주택단지,제주특별자치도 제주시 동화로1길 39 ,126.5775559,33.51975769
440,도련주공아파트 2놀이터,주택단지,제주특별자치도 제주시 도련2길 14 ,126.5890332,33.50781452
441,도련주공아파트 1놀이터,주택단지,제주특별자치도 제주시 도련2길 14 ?,126.5890332,33.50781452
442,봉개반석2차아르미아파트 놀이시설,주택단지,제주특별자치도 제주시 삼봉로 299-3,126.5952459,33.49573584
443,도련미듬하나로아파트,주택단지,제주특별자치도 제주시 삼봉로 115,126.5895332,33.51131433
444,화북주공4단지아파트(관리동)유아놀이터,주택단지,제주특별자치도 제주시 동화로1길 10,126.5743663,33.51828613
445,화북주공4단지아파트(404동) 2놀이터,주택단지,제주특별자치도 제주시 동화로1길 10,126.5743663,33.51828613
446,화북주공1단지,주택단지,제주특별자치도 제주시 동화로1길 11 ,126.5750888,33.52019998
447,함덕진우파크빌,주택단지,제주특별자치도 제주시 조천읍 함덕남12길 19-6 ,126.6741892,33.53243055
448,함덕광명샤인빌아파트 101동 놀이시설,주택단지,제주특별자치도 제주시 조천읍 함덕30길 27,126.6776888,33.53795748
449,함덕광명샤인빌아파트 관리사무소앞 놀이시설,주택단지,제주특별자치도 제주시 조천읍 함덕30길 27,126.6776888,33.53795748
450,조천주암썬빌리지,주택단지,제주특별자치도 제주시 조천읍 신북로 324,126.6453813,33.54014943
451,조천반석아파트 어린이놀이터,주택단지,제주특별자치도 제주시 조천읍 일주동로 952-25,126.6453862,33.53373018
452,조천도화썬빌리지,주택단지,제주특별자치도 제주시 조천읍 조천18길 23-2,126.6453525,33.53931088
453,지엠전원빌라,주택단지,제주특별자치도 제주시 아연로 310,126.5206769,33.46591415
454,오등진평연립주택,주택단지,제주특별자치도 제주시 오등8길 16 ,126.524622,33.47032918
455,아라 영도그린빌,주택단지,제주특별자치도 제주시 대원길 13 ,126.5353644,33.47519365
456,아라미화아파트 2놀이터,주택단지,제주특별자치도 제주시 아란12길 8,126.5448137,33.4704415
457,아라미화아파트 1놀이터,주택단지,제주특별자치도 제주시 아란12길 8 ,126.5448137,33.4704415
458,아라원신아파트 1놀이터,주택단지,제주특별자치도 제주시 중앙로 578 ,126.5443445,33.47169297
459,염광아파트,주택단지,제주특별자치도 제주시 인다15길 5 ,126.5473967,33.4702166
460,도남2차e-편한세상,주택단지,제주특별자치도 제주시 서광로22길 32,126.5226229,33.49728784
461,도남e-편한세상1차 2놀이터,주택단지,제주특별자치도 제주시 오남로 7-13,126.5224212,33.49485279
462,도남e-편한세상1차 1놀이터,주택단지,제주특별자치도 제주시 오남로 7-13,126.5224212,33.49485279
463,영산홍아파트,주택단지,제주특별자치도 제주시 도남로17길 32 ,126.5316744,33.49107462
464,도남수선화1차아파트,주택단지,제주특별자치도 제주시 독짓골2길 26,126.530282,33.48987923
465,유나이티드아파트,주택단지,제주특별자치도 제주시 원노형10길 28,126.4858697,33.48352607
466,노형2차부영아파트2놀이터,주택단지,제주특별자치도 제주시 과원로 11,126.4846178,33.47693928
467,노형2차부영아파트1놀이터,주택단지,제주특별자치도 제주시 과원로 11,126.4846178,33.47693928
468,제주으뜸마을2단지 1어린이놀이터,주택단지,제주특별자치도 제주시 진군1길 3,126.4816198,33.47813483
469,해오름아파트,주택단지,제주특별자치도 제주시 연화로 16,126.4865996,33.48018424
470,미듬아뜨리에아파트 놀이시설,주택단지,제주특별자치도 제주시 중앙로26길 25 ,126.5228713,33.50492521
471,일도삼주타운 내 놀이터,주택단지,제주특별자치도 제주시 천수로8길 18,126.5431424,33.5037579
472,혜성대유아파트,주택단지,제주특별자치도 제주시 연수로 40 ,126.5452526,33.50562297
473,일도신천지아파트,주택단지,제주특별자치도 제주시 천수로 72,126.5442793,33.50448338
474,삼화아파트,주택단지,제주특별자치도 제주시 천수동로 2 ,126.5435345,33.50897951
475,대유대림 아파트 2놀이터,주택단지,제주특별자치도 제주시 남광로 181,126.5510895,33.50281342
476,대유대림 아파트 1놀이터,주택단지,제주특별자치도 제주시 남광로 181 ,126.5510895,33.50281342
477,일도 우성아파트 2차,주택단지,제주특별자치도 제주시 남광로 223,126.5503436,33.50345984
478,일도 대림아파트 1차,주택단지,제주특별자치도 제주시 태성로 31 ,126.5501205,33.50084443
479,일도 수선화아파트,주택단지,제주특별자치도 제주시 연삼로 560-1 ,126.54926,33.50281575
480,건입현대아파트 2놀이터,주택단지,제주특별자치도 제주시 만덕로3길 26,126.5346456,33.51678999
481,이도주공2단지 관리사무소앞 놀이시설,주택단지,제주특별자치도 제주시 구남로 43,126.5328725,33.49038495
482,혜성무지개아파트,주택단지,제주특별자치도 제주시 남광로 65 ,126.5418382,33.49600845
483,영산홍 연립,주택단지,제주특별자치도 제주시 승천로 27,126.5403638,33.49603902
484,아름마을아파트,주택단지,제주특별자치도 제주시 우정로18길 25,126.4281827,33.48448914
485,외도 부영1차아파트 109동,주택단지,제주특별자치도 제주시 우정로11길 22,126.4334612,33.4867945
486,외도 부영1차아파트 105동,주택단지,제주특별자치도 제주시 우정로11길 22,126.4334612,33.4867945
487,외도 부영1차아파트 104동,주택단지,제주특별자치도 제주시 우정로11길 22 ,126.4334612,33.4867945
488,한빛아파트,주택단지,제주특별자치도 제주시 연동4길 32,126.4872383,33.48316212
489,제원아파트 5동,주택단지,제주특별자치도 제주시 신광로6길 26,126.4873701,33.48815744
490,제원아파트 1동,주택단지,제주특별자치도 제주시 신광로6길 26,126.4873701,33.48815744
491,제원아파트 A동,주택단지,제주특별자치도 제주시 신광로6길 26,126.4873701,33.48815744
492,연동대림1차아파트 2놀이터,주택단지,제주특별자치도 제주시 국기로 14,126.4885669,33.48046289
493,연동대림1차아파트 1놀이터,주택단지,제주특별자치도 제주시 국기로 14,126.4885669,33.48046289
494,매일 조아라아파트 B동,주택단지,제주특별자치도 제주시 대통길 96-1,126.4452676,33.48465734
495,매일 조아라아파트 A동,주택단지,제주특별자치도 제주시 대통길 96-1,126.4452676,33.48465734
496,노형 동덕아파트,주택단지,제주특별자치도 제주시 정존11길 30,126.4751791,33.48638411
497,동아아파트 1놀이터,주택단지,제주특별자치도 제주시 독짓골8길 67,126.5309237,33.48862847
498,신세계아파트,주택단지,제주특별자치도 제주시 오현길 9,126.5275356,33.50609721
499,장원월드컵아파트,주택단지,제주특별자치도 제주시 서광로29길 25,126.5256415,33.50217707
500,노형성환그린아파트,주택단지,제주특별자치도 제주시 정존5길 39,126.4715727,33.48493518
501,탐라빌아파트,주택단지,제주특별자치도 제주시 수덕9길 72,126.4709346,33.48371531
502,노형 삼환2차아파트,주택단지,제주특별자치도 제주시 정존11길 35 ,126.4741258,33.48619029
503,정든마을 3단지 3놀이터,주택단지,제주특별자치도 제주시 정존11길 68,126.4729017,33.48932256
504,정든마을 3단지 2놀이터,주택단지,제주특별자치도 제주시 정존11길 68,126.4729017,33.48932256
505,정든마을 3단지 1놀이터,주택단지,제주특별자치도 제주시 정존11길 68 ,126.4729017,33.48932256
506,정든마을 1단지 3놀이터,주택단지,제주특별자치도 제주시 정존11길 54 ,126.4739299,33.4883262
507,정든마을 1단지 2놀이터,주택단지,제주특별자치도 제주시 정존11길 54,126.4739299,33.4883262
508,정든마을 1단지 1놀이터,주택단지,제주특별자치도 제주시 정존11길 54,126.4739299,33.4883262
509,뜨란채아파트 관리동옆,주택단지,제주특별자치도 제주시 수덕로 44,126.4714066,33.48746792
510,뜨란채아파트 208동앞,주택단지,제주특별자치도 제주시 수덕로 44 ,126.4714066,33.48746792
511,뜨란채아파트 218동앞,주택단지,제주특별자치도 제주시 수덕로 44 ,126.4714066,33.48746792
512,뜨란채아파트 212동앞,주택단지,제주특별자치도 제주시 수덕로 44,126.4714066,33.48746792
